outlier_no,subset_size,subset,node,data type,index_first_element,index_last_element
233,3,"[7, 7, 8]",24,CURRENT_icmp_sent,6,8
234,3,"[39, 41, 156]",24,CURRENT_icmp_sent,13,15
235,3,"[41, 44, 156]",24,CURRENT_icmp_sent,14,16
236,3,"[20, 24, 91]",24,CURRENT_icmp_sent,25,27
237,3,"[36, 37, 66]",24,CURRENT_icmp_sent,29,31
238,3,"[36, 36, 40]",24,CURRENT_icmp_sent,31,33
239,3,"[39, 39, 40]",25,CURRENT_icmp_recv,21,23
240,3,"[38, 39, 39]",25,CURRENT_icmp_recv,22,24
241,3,"[38, 39, 79]",25,CURRENT_icmp_recv,23,25
242,3,"[59, 90, 91]",25,CURRENT_icmp_recv,31,33
243,3,"[57, 59, 110]",25,CURRENT_icmp_recv,33,35
244,3,"[8, 9, 9]",25,CURRENT_icmp_sent,4,6
245,3,"[7, 9, 9]",25,CURRENT_icmp_sent,7,9
246,3,"[7, 9, 49]",25,CURRENT_icmp_sent,8,10
247,3,"[13, 19, 19]",25,CURRENT_icmp_sent,22,24
248,3,"[19, 19, 51]",25,CURRENT_icmp_sent,23,25
249,3,"[42, 43, 61]",25,CURRENT_icmp_sent,32,34
250,3,"[3, 3, 7]",26,CURRENT_icmp_recv,3,5
251,3,"[3, 3, 5]",26,CURRENT_icmp_recv,4,6
252,3,"[3, 3, 5]",26,CURRENT_icmp_recv,5,7
253,3,"[11, 39, 40]",26,CURRENT_icmp_recv,20,22
254,3,"[18, 20, 83]",26,CURRENT_icmp_recv,31,33
255,3,"[3, 5, 5]",26,CURRENT_icmp_sent,3,5
256,3,"[3, 3, 5]",26,CURRENT_icmp_sent,4,6
257,3,"[3, 3, 5]",26,CURRENT_icmp_sent,5,7
258,3,"[3, 3, 5]",26,CURRENT_icmp_sent,7,9
259,3,"[3, 3, 5]",26,CURRENT_icmp_sent,8,10
260,3,"[5, 8, 8]",26,CURRENT_icmp_sent,19,21
261,3,"[6, 6, 21]",26,CURRENT_icmp_sent,26,28
262,3,"[6, 6, 15]",26,CURRENT_icmp_sent,27,29
263,3,"[14, 16, 71]",26,CURRENT_icmp_sent,31,33
264,3,"[34, 35, 77]",27,CURRENT_icmp_recv,7,9
265,3,"[71, 73, 134]",27,CURRENT_icmp_recv,10,12
266,3,"[43, 48, 150]",27,CURRENT_icmp_recv,13,15
267,3,"[48, 48, 59]",27,CURRENT_icmp_recv,26,28
268,3,"[48, 48, 52]",27,CURRENT_icmp_recv,27,29
269,3,"[23, 23, 47]",27,CURRENT_icmp_sent,17,19
270,3,"[23, 23, 42]",27,CURRENT_icmp_sent,18,20
271,3,"[8, 8, 10]",28,CURRENT_icmp_recv,4,6
272,3,"[2, 8, 8]",28,CURRENT_icmp_recv,5,7
273,3,"[2, 8, 8]",28,CURRENT_icmp_recv,6,8
274,3,"[50, 52, 100]",28,CURRENT_icmp_recv,12,14
275,3,"[62, 63, 100]",28,CURRENT_icmp_recv,14,16
276,3,"[66, 67, 109]",28,CURRENT_icmp_recv,23,25
277,3,"[40, 41, 76]",28,CURRENT_icmp_recv,30,32
278,3,"[40, 75, 76]",28,CURRENT_icmp_recv,31,33
279,3,"[18, 75, 76]",28,CURRENT_icmp_recv,32,34
280,3,"[6, 8, 8]",28,CURRENT_icmp_sent,3,5
281,3,"[6, 6, 8]",28,CURRENT_icmp_sent,4,6
282,3,"[7, 8, 8]",28,CURRENT_icmp_sent,8,10
283,3,"[8, 8, 29]",28,CURRENT_icmp_sent,9,11
284,3,"[9, 18, 18]",28,CURRENT_icmp_sent,29,31
285,3,"[18, 18, 35]",28,CURRENT_icmp_sent,30,32
286,3,"[26, 28, 63]",29,CURRENT_icmp_recv,10,12
287,3,"[26, 75, 78]",29,CURRENT_icmp_recv,14,16
288,3,"[26, 78, 79]",29,CURRENT_icmp_recv,15,17
289,3,"[23, 78, 79]",29,CURRENT_icmp_recv,16,18
290,3,"[22, 22, 39]",29,CURRENT_icmp_recv,31,33
291,3,"[22, 22, 39]",29,CURRENT_icmp_recv,32,34
292,3,"[5, 22, 22]",29,CURRENT_icmp_recv,33,35
293,3,"[3, 5, 5]",29,CURRENT_icmp_sent,3,5
294,3,"[3, 4, 4]",29,CURRENT_icmp_sent,5,7
295,3,"[3, 4, 4]",29,CURRENT_icmp_sent,6,8
296,3,"[3, 4, 28]",29,CURRENT_icmp_sent,7,9
297,3,"[24, 58, 58]",29,CURRENT_icmp_sent,11,13
298,3,"[7, 8, 8]",30,CURRENT_icmp_recv,7,9
299,3,"[12, 37, 38]",30,CURRENT_icmp_sent,16,18
300,3,"[53, 56, 178]",31,CURRENT_icmp_recv,32,34
301,3,"[3, 3, 5]",31,CURRENT_icmp_sent,4,6
302,3,"[3, 5, 5]",31,CURRENT_icmp_sent,5,7
303,3,"[3, 3, 5]",31,CURRENT_icmp_sent,6,8
304,3,"[3, 3, 5]",31,CURRENT_icmp_sent,7,9
305,3,"[3, 3, 13]",31,CURRENT_icmp_sent,9,11
306,3,"[21, 21, 47]",31,CURRENT_icmp_sent,17,19
307,3,"[17, 17, 20]",31,CURRENT_icmp_sent,25,27
308,3,"[15, 17, 17]",31,CURRENT_icmp_sent,26,28
309,3,"[22, 24, 148]",31,CURRENT_icmp_sent,30,32
310,3,"[21, 24, 148]",31,CURRENT_icmp_sent,31,33
311,3,"[6, 6, 17]",32,CURRENT_icmp_recv,3,5
312,3,"[6, 6, 16]",32,CURRENT_icmp_recv,4,6
313,3,"[7, 7, 16]",32,CURRENT_icmp_recv,6,8
314,3,"[7, 7, 20]",32,CURRENT_icmp_recv,7,9
315,3,"[39, 40, 62]",32,CURRENT_icmp_recv,27,29
316,3,"[39, 40, 62]",32,CURRENT_icmp_recv,28,30
317,3,"[21, 28, 28]",32,CURRENT_icmp_sent,17,19
318,3,"[17, 34, 34]",32,CURRENT_icmp_sent,22,24
319,3,"[15, 16, 34]",32,CURRENT_icmp_sent,30,32
320,3,"[16, 17, 17]",33,CURRENT_icmp_recv,7,9
321,3,"[17, 17, 18]",33,CURRENT_icmp_recv,8,10
322,3,"[17, 18, 57]",33,CURRENT_icmp_recv,9,11
323,3,"[47, 55, 55]",33,CURRENT_icmp_recv,16,18
324,3,"[30, 55, 55]",33,CURRENT_icmp_recv,17,19
325,3,"[89, 99, 271]",33,CURRENT_icmp_recv,23,25
326,3,"[89, 99, 799]",33,CURRENT_icmp_recv,24,26
327,3,"[89, 100, 799]",33,CURRENT_icmp_recv,25,27
328,3,"[57, 100, 799]",33,CURRENT_icmp_recv,26,28
329,3,"[16, 16, 30]",33,CURRENT_icmp_sent,10,12
330,3,"[16, 18, 63]",33,CURRENT_icmp_sent,12,14
331,3,"[31, 34, 98]",33,CURRENT_icmp_sent,15,17
332,3,"[52, 63, 760]",33,CURRENT_icmp_sent,24,26
333,3,"[52, 73, 760]",33,CURRENT_icmp_sent,25,27
334,3,"[34, 73, 760]",33,CURRENT_icmp_sent,26,28
335,3,"[33, 34, 73]",33,CURRENT_icmp_sent,27,29
336,3,"[19, 19, 32]",34,CURRENT_icmp_recv,3,5
337,3,"[18, 19, 19]",34,CURRENT_icmp_recv,4,6
338,3,"[55, 55, 142]",34,CURRENT_icmp_recv,20,22
339,3,"[43, 43, 77]",34,CURRENT_icmp_recv,23,25
340,3,"[43, 43, 91]",34,CURRENT_icmp_recv,24,26
341,3,"[16, 16, 21]",34,CURRENT_icmp_sent,5,7
342,3,"[16, 16, 17]",34,CURRENT_icmp_sent,7,9
343,3,"[16, 17, 40]",34,CURRENT_icmp_sent,8,10
344,3,"[39, 40, 63]",34,CURRENT_icmp_sent,10,12
345,3,"[16, 59, 61]",34,CURRENT_icmp_sent,25,27
346,3,"[24, 59, 61]",34,CURRENT_icmp_sent,26,28
347,3,"[22, 24, 61]",34,CURRENT_icmp_sent,27,29
348,3,"[18, 19, 48]",34,CURRENT_icmp_sent,31,33
349,3,"[48, 74, 74]",34,CURRENT_icmp_sent,33,35
350,3,"[5, 5, 9]",35,CURRENT_icmp_recv,3,5
351,3,"[4, 4, 5]",35,CURRENT_icmp_recv,8,10
352,3,"[4, 4, 36]",35,CURRENT_icmp_recv,9,11
353,3,"[44, 78, 80]",35,CURRENT_icmp_recv,16,18
354,3,"[55, 55, 71]",35,CURRENT_icmp_recv,21,23
355,3,"[55, 55, 64]",35,CURRENT_icmp_recv,22,24
356,3,"[33, 42, 267]",35,CURRENT_icmp_recv,27,29
357,3,"[5, 7, 7]",35,CURRENT_icmp_sent,3,5
358,3,"[4, 4, 5]",35,CURRENT_icmp_sent,5,7
359,3,"[4, 4, 6]",35,CURRENT_icmp_sent,7,9
360,3,"[4, 4, 6]",35,CURRENT_icmp_sent,8,10
361,3,"[24, 24, 30]",35,CURRENT_icmp_sent,12,14
362,3,"[20, 24, 24]",35,CURRENT_icmp_sent,13,15
363,3,"[18, 20, 56]",35,CURRENT_icmp_sent,15,17
364,3,"[18, 56, 57]",35,CURRENT_icmp_sent,16,18
365,3,"[44, 47, 230]",35,CURRENT_icmp_sent,25,27
366,3,"[22, 31, 230]",35,CURRENT_icmp_sent,27,29
367,3,"[3, 3, 5]",36,CURRENT_icmp_recv,3,5
368,3,"[3, 3, 6]",36,CURRENT_icmp_recv,4,6
369,3,"[2, 2, 6]",36,CURRENT_icmp_recv,6,8
370,3,"[2, 2, 5]",36,CURRENT_icmp_recv,7,9
371,3,"[19, 36, 37]",36,CURRENT_icmp_recv,18,20
372,3,"[19, 36, 37]",36,CURRENT_icmp_recv,19,21
373,3,"[18, 19, 50]",36,CURRENT_icmp_recv,21,23
374,3,"[4, 4, 5]",36,CURRENT_icmp_sent,3,5
375,3,"[3, 5, 5]",36,CURRENT_icmp_sent,5,7
376,3,"[3, 4, 23]",36,CURRENT_icmp_sent,8,10
377,3,"[6, 23, 23]",36,CURRENT_icmp_sent,29,31
378,3,"[17, 23, 23]",36,CURRENT_icmp_sent,30,32
379,3,"[52, 52, 68]",37,CURRENT_icmp_recv,12,14
380,3,"[7, 8, 8]",37,CURRENT_icmp_sent,4,6
381,3,"[55, 60, 184]",38,CURRENT_icmp_recv,12,14
382,3,"[71, 120, 123]",38,CURRENT_icmp_recv,18,20
383,3,"[25, 56, 56]",38,CURRENT_icmp_sent,9,11
384,3,"[39, 56, 56]",38,CURRENT_icmp_sent,10,12
385,3,"[39, 56, 57]",38,CURRENT_icmp_sent,11,13
386,3,"[20, 46, 47]",38,CURRENT_icmp_sent,32,34
387,3,"[21, 46, 47]",38,CURRENT_icmp_sent,33,35
388,3,"[12, 12, 17]",39,CURRENT_icmp_recv,6,8
389,3,"[12, 12, 22]",39,CURRENT_icmp_recv,8,10
390,3,"[24, 24, 29]",39,CURRENT_icmp_sent,28,30
391,3,"[4, 5, 5]",40,CURRENT_icmp_recv,6,8
392,3,"[5, 7, 53]",40,CURRENT_icmp_recv,8,10
393,3,"[4, 4, 6]",40,CURRENT_icmp_sent,5,7
394,3,"[4, 4, 6]",40,CURRENT_icmp_sent,6,8
395,3,"[17, 18, 37]",40,CURRENT_icmp_sent,16,18
396,3,"[24, 24, 27]",40,CURRENT_icmp_sent,26,28
397,3,"[24, 24, 25]",40,CURRENT_icmp_sent,27,29
398,3,"[10, 12, 12]",41,CURRENT_icmp_recv,6,8
399,3,"[33, 43, 227]",41,CURRENT_icmp_recv,13,15
400,3,"[24, 33, 227]",41,CURRENT_icmp_recv,14,16
401,3,"[24, 25, 81]",41,CURRENT_icmp_recv,16,18
402,3,"[63, 63, 81]",41,CURRENT_icmp_recv,18,20
403,3,"[49, 63, 63]",41,CURRENT_icmp_recv,19,21
404,3,"[38, 39, 94]",41,CURRENT_icmp_recv,25,27
405,3,"[28, 28, 54]",41,CURRENT_icmp_sent,11,13
406,3,"[16, 19, 214]",41,CURRENT_icmp_sent,14,16
407,3,"[14, 14, 21]",41,CURRENT_icmp_sent,24,26
408,3,"[14, 14, 58]",41,CURRENT_icmp_sent,25,27
409,3,"[19, 21, 55]",42,CURRENT_icmp_recv,14,16
