outlier_no,subset_size,subset,node,data type,index_first_element,index_last_element
233,3,"[3, 3, 6]",36,CURRENT_icmp_recv,4,6
234,3,"[2, 2, 6]",36,CURRENT_icmp_recv,6,8
235,3,"[2, 2, 5]",36,CURRENT_icmp_recv,7,9
236,3,"[4, 4, 5]",36,CURRENT_icmp_sent,3,5
237,3,"[3, 5, 5]",36,CURRENT_icmp_sent,5,7
238,3,"[6, 23, 23]",36,CURRENT_icmp_sent,29,31
239,3,"[17, 23, 23]",36,CURRENT_icmp_sent,30,32
240,3,"[52, 52, 68]",37,CURRENT_icmp_recv,12,14
241,3,"[7, 8, 8]",37,CURRENT_icmp_sent,4,6
242,3,"[25, 56, 56]",38,CURRENT_icmp_sent,9,11
243,3,"[39, 56, 56]",38,CURRENT_icmp_sent,10,12
244,3,"[12, 12, 17]",39,CURRENT_icmp_recv,6,8
245,3,"[12, 12, 22]",39,CURRENT_icmp_recv,8,10
246,3,"[24, 24, 29]",39,CURRENT_icmp_sent,28,30
247,3,"[4, 5, 5]",40,CURRENT_icmp_recv,6,8
248,3,"[4, 4, 6]",40,CURRENT_icmp_sent,5,7
249,3,"[4, 4, 6]",40,CURRENT_icmp_sent,6,8
250,3,"[24, 24, 27]",40,CURRENT_icmp_sent,26,28
251,3,"[24, 24, 25]",40,CURRENT_icmp_sent,27,29
252,3,"[10, 12, 12]",41,CURRENT_icmp_recv,6,8
253,3,"[63, 63, 81]",41,CURRENT_icmp_recv,18,20
254,3,"[49, 63, 63]",41,CURRENT_icmp_recv,19,21
255,3,"[28, 28, 54]",41,CURRENT_icmp_sent,11,13
256,3,"[14, 14, 21]",41,CURRENT_icmp_sent,24,26
257,3,"[14, 14, 58]",41,CURRENT_icmp_sent,25,27
258,3,"[30, 30, 52]",42,CURRENT_icmp_recv,23,25
259,3,"[30, 30, 56]",42,CURRENT_icmp_recv,24,26
260,3,"[3, 5, 5]",42,CURRENT_icmp_sent,3,5
261,3,"[4, 5, 5]",42,CURRENT_icmp_sent,4,6
262,3,"[15, 17, 17]",42,CURRENT_icmp_sent,20,22
263,3,"[42, 42, 59]",43,CURRENT_icmp_recv,31,33
264,3,"[42, 42, 45]",43,CURRENT_icmp_recv,32,34
265,3,"[3, 3, 5]",43,CURRENT_icmp_sent,7,9
266,3,"[3, 3, 4]",43,CURRENT_icmp_sent,8,10
267,3,"[65, 65, 189]",43,CURRENT_icmp_sent,22,24
268,3,"[17, 18, 18]",44,CURRENT_icmp_recv,4,6
269,3,"[55, 55, 56]",44,CURRENT_icmp_recv,20,22
270,3,"[4, 4, 7]",44,CURRENT_icmp_sent,5,7
271,3,"[4, 4, 6]",44,CURRENT_icmp_sent,7,9
272,3,"[12, 22, 22]",44,CURRENT_icmp_sent,18,20
273,3,"[4, 4, 5]",45,CURRENT_icmp_recv,4,6
274,3,"[4, 4, 9]",45,CURRENT_icmp_recv,5,7
275,3,"[21, 21, 43]",45,CURRENT_icmp_recv,30,32
276,3,"[21, 21, 60]",45,CURRENT_icmp_recv,31,33
277,3,"[3, 3, 5]",45,CURRENT_icmp_sent,4,6
278,3,"[3, 3, 4]",45,CURRENT_icmp_sent,6,8
279,3,"[3, 3, 4]",45,CURRENT_icmp_sent,7,9
280,3,"[3, 3, 4]",45,CURRENT_icmp_sent,8,10
281,3,"[24, 24, 45]",45,CURRENT_icmp_sent,33,35
282,3,"[8, 8, 10]",46,CURRENT_icmp_recv,4,6
283,3,"[6, 8, 8]",46,CURRENT_icmp_recv,6,8
284,3,"[39, 39, 57]",46,CURRENT_icmp_recv,27,29
285,3,"[8, 8, 9]",46,CURRENT_icmp_sent,4,6
286,3,"[5, 8, 8]",46,CURRENT_icmp_sent,5,7
287,3,"[5, 8, 8]",46,CURRENT_icmp_sent,6,8
288,3,"[12, 35, 35]",46,CURRENT_icmp_sent,12,14
289,3,"[25, 25, 39]",46,CURRENT_icmp_sent,18,20
290,3,"[11, 11, 12]",47,CURRENT_icmp_sent,5,7
291,3,"[11, 11, 13]",47,CURRENT_icmp_sent,6,8
292,3,"[9, 9, 14]",48,CURRENT_icmp_recv,5,7
293,3,"[11, 11, 12]",48,CURRENT_icmp_sent,6,8
294,3,"[10, 11, 11]",48,CURRENT_icmp_sent,7,9
295,3,"[4, 4, 12]",49,CURRENT_icmp_sent,6,8
296,3,"[8, 8, 15]",50,CURRENT_icmp_recv,4,6
297,3,"[3, 3, 8]",50,CURRENT_icmp_sent,4,6
298,3,"[3, 3, 8]",50,CURRENT_icmp_sent,5,7
299,3,"[3, 3, 4]",50,CURRENT_icmp_sent,6,8
300,3,"[17, 18, 18]",50,CURRENT_icmp_sent,11,13
301,3,"[3, 3, 5]",51,CURRENT_icmp_sent,33,35
302,3,"[49, 49, 54]",52,CURRENT_icmp_recv,6,8
303,3,"[49, 49, 71]",52,CURRENT_icmp_recv,7,9
304,3,"[39, 39, 68]",52,CURRENT_icmp_recv,18,20
305,3,"[32, 36, 36]",52,CURRENT_icmp_sent,6,8
306,3,"[36, 36, 46]",52,CURRENT_icmp_sent,7,9
307,3,"[2, 4, 4]",53,CURRENT_icmp_recv,5,7
308,3,"[3, 4, 4]",53,CURRENT_icmp_recv,7,9
309,3,"[28, 29, 29]",53,CURRENT_icmp_recv,21,23
310,3,"[6, 29, 29]",53,CURRENT_icmp_recv,22,24
311,3,"[16, 16, 29]",53,CURRENT_icmp_recv,28,30
312,3,"[16, 16, 22]",53,CURRENT_icmp_recv,29,31
313,3,"[3, 4, 4]",53,CURRENT_icmp_sent,4,6
314,3,"[4, 4, 5]",53,CURRENT_icmp_sent,7,9
315,3,"[4, 4, 5]",53,CURRENT_icmp_sent,8,10
316,3,"[7, 7, 9]",53,CURRENT_icmp_sent,15,17
317,3,"[7, 7, 24]",53,CURRENT_icmp_sent,16,18
318,3,"[10, 12, 12]",53,CURRENT_icmp_sent,21,23
319,3,"[5, 12, 12]",53,CURRENT_icmp_sent,22,24
320,3,"[10, 10, 14]",54,CURRENT_icmp_recv,4,6
321,3,"[8, 10, 10]",54,CURRENT_icmp_recv,5,7
322,3,"[8, 12, 12]",54,CURRENT_icmp_recv,7,9
323,3,"[12, 12, 21]",54,CURRENT_icmp_recv,8,10
324,3,"[52, 98, 98]",54,CURRENT_icmp_recv,13,15
325,3,"[9, 9, 11]",54,CURRENT_icmp_sent,6,8
326,3,"[9, 9, 14]",54,CURRENT_icmp_sent,7,9
327,3,"[2, 2, 5]",55,CURRENT_icmp_recv,4,6
328,3,"[1, 2, 2]",55,CURRENT_icmp_recv,6,8
329,3,"[3, 3, 4]",55,CURRENT_icmp_sent,3,5
330,3,"[3, 3, 5]",55,CURRENT_icmp_sent,4,6
331,3,"[3, 3, 5]",55,CURRENT_icmp_sent,5,7
332,3,"[3, 3, 5]",55,CURRENT_icmp_sent,6,8
333,3,"[3, 3, 4]",55,CURRENT_icmp_sent,7,9
334,3,"[3, 4, 4]",55,CURRENT_icmp_sent,8,10
335,3,"[4, 4, 12]",55,CURRENT_icmp_sent,9,11
336,3,"[4, 12, 12]",55,CURRENT_icmp_sent,10,12
337,3,"[12, 12, 14]",55,CURRENT_icmp_sent,11,13
338,3,"[28, 28, 32]",55,CURRENT_icmp_sent,24,26
339,3,"[14, 28, 28]",55,CURRENT_icmp_sent,25,27
340,3,"[3, 5, 5]",56,CURRENT_icmp_sent,5,7
341,3,"[3, 3, 5]",56,CURRENT_icmp_sent,6,8
342,3,"[5, 5, 13]",56,CURRENT_icmp_sent,10,12
343,3,"[13, 13, 23]",56,CURRENT_icmp_sent,27,29
344,3,"[19, 19, 25]",56,CURRENT_icmp_sent,31,33
345,3,"[7, 7, 12]",57,CURRENT_icmp_recv,4,6
346,3,"[7, 7, 12]",57,CURRENT_icmp_recv,5,7
347,3,"[3, 7, 7]",57,CURRENT_icmp_recv,7,9
348,3,"[8, 8, 15]",57,CURRENT_icmp_sent,6,8
349,3,"[6, 8, 8]",57,CURRENT_icmp_sent,7,9
350,3,"[53, 84, 84]",58,CURRENT_icmp_recv,26,28
351,3,"[5, 5, 8]",58,CURRENT_icmp_sent,7,9
352,3,"[5, 5, 12]",58,CURRENT_icmp_sent,8,10
353,3,"[23, 23, 73]",58,CURRENT_icmp_sent,15,17
354,3,"[5, 5, 7]",59,CURRENT_icmp_recv,3,5
355,3,"[4, 5, 5]",59,CURRENT_icmp_recv,4,6
356,3,"[3, 4, 4]",59,CURRENT_icmp_recv,6,8
357,3,"[3, 4, 4]",59,CURRENT_icmp_recv,7,9
358,3,"[4, 4, 21]",59,CURRENT_icmp_recv,8,10
359,3,"[3, 3, 4]",59,CURRENT_icmp_sent,4,6
360,3,"[3, 4, 4]",59,CURRENT_icmp_sent,5,7
361,3,"[3, 4, 4]",59,CURRENT_icmp_sent,6,8
362,3,"[3, 4, 4]",59,CURRENT_icmp_sent,7,9
363,3,"[24, 24, 28]",59,CURRENT_icmp_sent,14,16
364,3,"[18, 24, 24]",59,CURRENT_icmp_sent,15,17
365,3,"[18, 20, 407]",59,CURRENT_icmp_sent,17,19
366,3,"[19, 20, 407]",59,CURRENT_icmp_sent,18,20
367,3,"[9, 21, 21]",59,CURRENT_icmp_sent,22,24
368,3,"[21, 21, 25]",59,CURRENT_icmp_sent,23,25
369,3,"[5, 5, 6]",60,CURRENT_icmp_sent,7,9
370,3,"[5, 5, 9]",60,CURRENT_icmp_sent,8,10
371,3,"[26, 26, 34]",60,CURRENT_icmp_sent,30,32
372,3,"[10, 12, 12]",62,CURRENT_icmp_recv,6,8
373,3,"[3, 3, 7]",63,CURRENT_icmp_recv,7,9
374,3,"[33, 37, 37]",63,CURRENT_icmp_recv,11,13
375,3,"[37, 37, 54]",63,CURRENT_icmp_recv,12,14
376,3,"[3, 5, 5]",63,CURRENT_icmp_sent,3,5
377,3,"[2, 2, 5]",63,CURRENT_icmp_sent,7,9
378,3,"[28, 28, 35]",63,CURRENT_icmp_sent,24,26
379,3,"[17, 28, 28]",63,CURRENT_icmp_sent,25,27
380,3,"[21, 21, 27]",64,CURRENT_icmp_sent,6,8
381,3,"[51, 51, 56]",64,CURRENT_icmp_sent,20,22
382,3,"[51, 51, 67]",64,CURRENT_icmp_sent,21,23
383,3,"[22, 22, 46]",64,CURRENT_icmp_sent,26,28
384,3,"[22, 22, 77]",64,CURRENT_icmp_sent,27,29
385,3,"[42, 43, 43]",65,CURRENT_icmp_recv,5,7
386,3,"[33, 43, 43]",65,CURRENT_icmp_recv,7,9
387,3,"[27, 34, 34]",65,CURRENT_icmp_sent,5,7
388,3,"[5, 5, 10]",67,CURRENT_icmp_recv,5,7
389,3,"[2, 5, 5]",67,CURRENT_icmp_recv,6,8
390,3,"[2, 5, 5]",67,CURRENT_icmp_recv,7,9
391,3,"[36, 38, 38]",67,CURRENT_icmp_recv,27,29
392,3,"[3, 3, 7]",67,CURRENT_icmp_sent,4,6
393,3,"[3, 3, 6]",67,CURRENT_icmp_sent,6,8
394,3,"[3, 6, 6]",67,CURRENT_icmp_sent,7,9
395,3,"[19, 19, 20]",67,CURRENT_icmp_sent,13,15
396,3,"[18, 19, 19]",67,CURRENT_icmp_sent,14,16
397,3,"[26, 30, 30]",68,CURRENT_icmp_recv,7,9
398,3,"[10, 58, 58]",69,CURRENT_icmp_recv,10,12
399,3,"[49, 58, 58]",69,CURRENT_icmp_recv,11,13
400,3,"[19, 20, 212]",69,CURRENT_icmp_recv,16,18
401,3,"[34, 34, 43]",69,CURRENT_icmp_recv,21,23
402,3,"[34, 34, 42]",69,CURRENT_icmp_recv,22,24
403,3,"[5, 5, 6]",69,CURRENT_icmp_sent,5,7
404,3,"[3, 5, 5]",69,CURRENT_icmp_sent,6,8
405,3,"[3, 5, 5]",69,CURRENT_icmp_sent,7,9
406,3,"[3, 3, 5]",69,CURRENT_icmp_sent,8,10
407,3,"[5, 7, 7]",70,CURRENT_icmp_recv,4,6
408,3,"[2, 2, 7]",70,CURRENT_icmp_recv,6,8
409,3,"[2, 2, 20]",70,CURRENT_icmp_recv,7,9
