NODE,TIME,DATA TYPE,VALUES
78,1,CURRENT_icmp_sent,15
78,1,CURRENT_icmp_recv,49
172,1,CURRENT_icmp_sent,18
162,1,CURRENT_icmp_sent,15
71,1,CURRENT_icmp_sent,17
172,1,CURRENT_icmp_recv,39
162,1,CURRENT_icmp_recv,28
71,1,CURRENT_icmp_recv,44
41,1,CURRENT_icmp_sent,27
36,1,CURRENT_icmp_sent,19
145,1,CURRENT_icmp_sent,13
41,1,CURRENT_icmp_recv,70
36,1,CURRENT_icmp_recv,47
145,1,CURRENT_icmp_recv,37
26,1,CURRENT_icmp_sent,38
26,1,CURRENT_icmp_recv,61
159,1,CURRENT_icmp_sent,14
72,1,CURRENT_icmp_sent,16
159,1,CURRENT_icmp_recv,19
72,1,CURRENT_icmp_recv,48
87,1,CURRENT_icmp_sent,29
87,1,CURRENT_icmp_recv,68
10,1,CURRENT_icmp_sent,16
10,1,CURRENT_icmp_recv,43
69,1,CURRENT_icmp_sent,30
69,1,CURRENT_icmp_recv,49
155,1,CURRENT_icmp_sent,14
155,1,CURRENT_icmp_recv,29
110,1,CURRENT_icmp_sent,13
110,1,CURRENT_icmp_recv,52
50,1,CURRENT_icmp_sent,27
50,1,CURRENT_icmp_recv,57
81,1,CURRENT_icmp_sent,26
129,1,CURRENT_icmp_sent,13
81,1,CURRENT_icmp_recv,65
62,1,CURRENT_icmp_sent,23
129,1,CURRENT_icmp_recv,6
62,1,CURRENT_icmp_recv,55
96,1,CURRENT_icmp_sent,15
96,1,CURRENT_icmp_recv,25
117,1,CURRENT_icmp_sent,27
52,1,CURRENT_icmp_sent,22
117,1,CURRENT_icmp_recv,63
52,1,CURRENT_icmp_recv,50
100,1,CURRENT_icmp_sent,16
100,1,CURRENT_icmp_recv,42
124,1,CURRENT_icmp_sent,29
30,1,CURRENT_icmp_sent,50
57,1,CURRENT_icmp_sent,17
108,1,CURRENT_icmp_sent,15
124,1,CURRENT_icmp_recv,55
106,1,CURRENT_icmp_sent,19
30,1,CURRENT_icmp_recv,71
57,1,CURRENT_icmp_recv,52
108,1,CURRENT_icmp_recv,51
106,1,CURRENT_icmp_recv,55
160,1,CURRENT_icmp_sent,13
160,1,CURRENT_icmp_recv,27
154,1,CURRENT_icmp_sent,18
154,1,CURRENT_icmp_recv,47
97,1,CURRENT_icmp_sent,19
97,1,CURRENT_icmp_recv,50
105,1,CURRENT_icmp_sent,25
105,1,CURRENT_icmp_recv,47
13,1,CURRENT_icmp_sent,22
13,1,CURRENT_icmp_recv,67
91,1,CURRENT_icmp_sent,24
158,1,CURRENT_icmp_sent,15
91,1,CURRENT_icmp_recv,69
158,1,CURRENT_icmp_recv,43
33,1,CURRENT_icmp_sent,29
33,1,CURRENT_icmp_recv,52
140,1,CURRENT_icmp_sent,16
142,1,CURRENT_icmp_sent,14
140,1,CURRENT_icmp_recv,54
142,1,CURRENT_icmp_recv,16
37,1,CURRENT_icmp_sent,38
56,1,CURRENT_icmp_sent,22
37,1,CURRENT_icmp_recv,66
56,1,CURRENT_icmp_recv,45
90,1,CURRENT_icmp_sent,33
46,1,CURRENT_icmp_sent,29
90,1,CURRENT_icmp_recv,64
46,1,CURRENT_icmp_recv,65
74,1,CURRENT_icmp_sent,54
74,1,CURRENT_icmp_recv,95
47,1,CURRENT_icmp_sent,35
47,1,CURRENT_icmp_recv,81
135,1,CURRENT_icmp_sent,18
2,1,CURRENT_icmp_sent,82
152,1,CURRENT_icmp_sent,14
135,1,CURRENT_icmp_recv,47
2,1,CURRENT_icmp_recv,116
152,1,CURRENT_icmp_recv,43
32,1,CURRENT_icmp_sent,14
