NODE,TIME,DATA TYPE,VALUES
78,1,CURRENT_icmp_sent,27
78,1,CURRENT_icmp_recv,61
71,1,CURRENT_icmp_sent,20
71,1,CURRENT_icmp_recv,30
41,1,CURRENT_icmp_sent,23
36,1,CURRENT_icmp_sent,23
41,1,CURRENT_icmp_recv,70
36,1,CURRENT_icmp_recv,53
26,1,CURRENT_icmp_sent,24
26,1,CURRENT_icmp_recv,46
72,1,CURRENT_icmp_sent,14
72,1,CURRENT_icmp_recv,41
87,1,CURRENT_icmp_sent,16
87,1,CURRENT_icmp_recv,37
10,1,CURRENT_icmp_sent,16
10,1,CURRENT_icmp_recv,35
69,1,CURRENT_icmp_sent,16
69,1,CURRENT_icmp_recv,39
110,1,CURRENT_icmp_sent,12
110,1,CURRENT_icmp_recv,50
81,1,CURRENT_icmp_sent,14
62,1,CURRENT_icmp_sent,13
81,1,CURRENT_icmp_recv,57
50,1,CURRENT_icmp_sent,17
62,1,CURRENT_icmp_recv,49
50,1,CURRENT_icmp_recv,62
96,1,CURRENT_icmp_sent,39
96,1,CURRENT_icmp_recv,70
117,1,CURRENT_icmp_sent,14
52,1,CURRENT_icmp_sent,16
117,1,CURRENT_icmp_recv,31
52,1,CURRENT_icmp_recv,28
100,1,CURRENT_icmp_sent,18
100,1,CURRENT_icmp_recv,34
30,1,CURRENT_icmp_sent,23
30,1,CURRENT_icmp_recv,44
108,1,CURRENT_icmp_sent,13
106,1,CURRENT_icmp_sent,16
108,1,CURRENT_icmp_recv,39
106,1,CURRENT_icmp_recv,56
57,1,CURRENT_icmp_sent,17
57,1,CURRENT_icmp_recv,48
97,1,CURRENT_icmp_sent,22
97,1,CURRENT_icmp_recv,54
105,1,CURRENT_icmp_sent,22
105,1,CURRENT_icmp_recv,21
13,1,CURRENT_icmp_sent,19
13,1,CURRENT_icmp_recv,60
91,1,CURRENT_icmp_sent,11
91,1,CURRENT_icmp_recv,30
33,1,CURRENT_icmp_sent,30
33,1,CURRENT_icmp_recv,62
90,1,CURRENT_icmp_sent,16
56,1,CURRENT_icmp_sent,16
37,1,CURRENT_icmp_sent,20
90,1,CURRENT_icmp_recv,43
37,1,CURRENT_icmp_recv,49
56,1,CURRENT_icmp_recv,40
46,1,CURRENT_icmp_sent,33
46,1,CURRENT_icmp_recv,67
47,1,CURRENT_icmp_sent,28
47,1,CURRENT_icmp_recv,73
2,1,CURRENT_icmp_sent,51
74,1,CURRENT_icmp_sent,27
2,1,CURRENT_icmp_recv,81
74,1,CURRENT_icmp_recv,64
32,1,CURRENT_icmp_sent,12
32,1,CURRENT_icmp_recv,26
8,1,CURRENT_icmp_sent,15
83,1,CURRENT_icmp_sent,16
8,1,CURRENT_icmp_recv,33
83,1,CURRENT_icmp_recv,45
79,1,CURRENT_icmp_sent,25
79,1,CURRENT_icmp_recv,51
112,1,CURRENT_icmp_sent,14
88,1,CURRENT_icmp_sent,14
112,1,CURRENT_icmp_recv,43
88,1,CURRENT_icmp_recv,31
67,1,CURRENT_icmp_sent,14
67,1,CURRENT_icmp_recv,45
111,1,CURRENT_icmp_sent,18
111,1,CURRENT_icmp_recv,30
70,1,CURRENT_icmp_sent,16
70,1,CURRENT_icmp_recv,40
119,1,CURRENT_icmp_sent,16
119,1,CURRENT_icmp_recv,25
98,1,CURRENT_icmp_sent,18
98,1,CURRENT_icmp_recv,69
20,1,CURRENT_icmp_sent,14
65,1,CURRENT_icmp_sent,13
20,1,CURRENT_icmp_recv,48
65,1,CURRENT_icmp_recv,27
4,1,CURRENT_icmp_sent,22
35,1,CURRENT_icmp_sent,15
4,1,CURRENT_icmp_recv,59
35,1,CURRENT_icmp_recv,43
68,1,CURRENT_icmp_sent,17
68,1,CURRENT_icmp_recv,45
66,1,CURRENT_icmp_sent,59
66,1,CURRENT_icmp_recv,76
29,1,CURRENT_icmp_sent,52
29,1,CURRENT_icmp_recv,71
43,1,CURRENT_icmp_sent,40
43,1,CURRENT_icmp_recv,86
9,1,CURRENT_icmp_sent,19
42,1,CURRENT_icmp_sent,18
9,1,CURRENT_icmp_recv,52
49,1,CURRENT_icmp_sent,21
55,1,CURRENT_icmp_sent,17
42,1,CURRENT_icmp_recv,41
49,1,CURRENT_icmp_recv,46
55,1,CURRENT_icmp_recv,26
16,1,CURRENT_icmp_sent,15
63,1,CURRENT_icmp_sent,24
16,1,CURRENT_icmp_recv,36
63,1,CURRENT_icmp_recv,51
103,1,CURRENT_icmp_sent,17
103,1,CURRENT_icmp_recv,35
17,1,CURRENT_icmp_sent,18
17,1,CURRENT_icmp_recv,21
48,1,CURRENT_icmp_sent,24
27,1,CURRENT_icmp_sent,15
48,1,CURRENT_icmp_recv,48
27,1,CURRENT_icmp_recv,41
80,1,CURRENT_icmp_sent,31
22,1,CURRENT_icmp_sent,20
80,1,CURRENT_icmp_recv,44
39,1,CURRENT_icmp_sent,23
18,1,CURRENT_icmp_sent,17
22,1,CURRENT_icmp_recv,57
39,1,CURRENT_icmp_recv,37
18,1,CURRENT_icmp_recv,55
64,1,CURRENT_icmp_sent,53
64,1,CURRENT_icmp_recv,69
60,1,CURRENT_icmp_sent,17
60,1,CURRENT_icmp_recv,55
54,1,CURRENT_icmp_sent,29
54,1,CURRENT_icmp_recv,46
101,1,CURRENT_icmp_sent,14
101,1,CURRENT_icmp_recv,34
121,1,CURRENT_icmp_sent,16
121,1,CURRENT_icmp_recv,33
76,1,CURRENT_icmp_sent,46
76,1,CURRENT_icmp_recv,87
12,1,CURRENT_icmp_sent,17
12,1,CURRENT_icmp_recv,43
120,1,CURRENT_icmp_sent,14
120,1,CURRENT_icmp_recv,41
73,1,CURRENT_icmp_sent,19
73,1,CURRENT_icmp_recv,56
115,1,CURRENT_icmp_sent,13
115,1,CURRENT_icmp_recv,26
14,1,CURRENT_icmp_sent,21
14,1,CURRENT_icmp_recv,60
51,1,CURRENT_icmp_sent,23
51,1,CURRENT_icmp_recv,22
95,1,CURRENT_icmp_sent,61
95,1,CURRENT_icmp_recv,108
118,1,CURRENT_icmp_sent,17
118,1,CURRENT_icmp_recv,30
77,1,CURRENT_icmp_sent,45
31,1,CURRENT_icmp_sent,13
77,1,CURRENT_icmp_recv,79
31,1,CURRENT_icmp_recv,33
113,1,CURRENT_icmp_sent,18
113,1,CURRENT_icmp_recv,45
24,1,CURRENT_icmp_sent,16
24,1,CURRENT_icmp_recv,42
53,1,CURRENT_icmp_sent,17
53,1,CURRENT_icmp_recv,28
45,1,CURRENT_icmp_sent,12
28,1,CURRENT_icmp_sent,16
45,1,CURRENT_icmp_recv,26
28,1,CURRENT_icmp_recv,45
58,1,CURRENT_icmp_sent,14
58,1,CURRENT_icmp_recv,16
11,1,CURRENT_icmp_sent,44
84,1,CURRENT_icmp_sent,26
11,1,CURRENT_icmp_recv,70
84,1,CURRENT_icmp_recv,56
44,1,CURRENT_icmp_sent,15
44,1,CURRENT_icmp_recv,36
21,1,CURRENT_icmp_sent,71
21,1,CURRENT_icmp_recv,96
6,1,CURRENT_icmp_sent,22
6,1,CURRENT_icmp_recv,67
107,1,CURRENT_icmp_sent,15
114,1,CURRENT_icmp_sent,99
107,1,CURRENT_icmp_recv,47
114,1,CURRENT_icmp_recv,133
82,1,CURRENT_icmp_sent,15
82,1,CURRENT_icmp_recv,42
89,1,CURRENT_icmp_sent,27
92,1,CURRENT_icmp_sent,39
89,1,CURRENT_icmp_recv,52
92,1,CURRENT_icmp_recv,82
104,1,CURRENT_icmp_sent,18
104,1,CURRENT_icmp_recv,21
