NODE,TIME,DATA TYPE,VALUES
220,1,CURRENT_icmp_sent,12
220,1,CURRENT_icmp_recv,19
78,1,CURRENT_icmp_sent,68
177,1,CURRENT_icmp_sent,27
202,1,CURRENT_icmp_sent,27
185,1,CURRENT_icmp_sent,41
177,1,CURRENT_icmp_recv,46
78,1,CURRENT_icmp_recv,100
202,1,CURRENT_icmp_recv,55
185,1,CURRENT_icmp_recv,69
162,1,CURRENT_icmp_sent,12
172,1,CURRENT_icmp_sent,32
200,1,CURRENT_icmp_sent,24
71,1,CURRENT_icmp_sent,56
162,1,CURRENT_icmp_recv,39
172,1,CURRENT_icmp_recv,50
200,1,CURRENT_icmp_recv,41
71,1,CURRENT_icmp_recv,84
227,1,CURRENT_icmp_sent,19
227,1,CURRENT_icmp_recv,37
41,1,CURRENT_icmp_sent,17
36,1,CURRENT_icmp_sent,21
145,1,CURRENT_icmp_sent,12
41,1,CURRENT_icmp_recv,49
180,1,CURRENT_icmp_sent,38
36,1,CURRENT_icmp_recv,49
145,1,CURRENT_icmp_recv,31
180,1,CURRENT_icmp_recv,73
26,1,CURRENT_icmp_sent,65
26,1,CURRENT_icmp_recv,89
159,1,CURRENT_icmp_sent,14
159,1,CURRENT_icmp_recv,19
72,1,CURRENT_icmp_sent,48
72,1,CURRENT_icmp_recv,82
244,1,CURRENT_icmp_sent,11
244,1,CURRENT_icmp_recv,23
210,1,CURRENT_icmp_sent,12
210,1,CURRENT_icmp_recv,25
207,1,CURRENT_icmp_sent,24
207,1,CURRENT_icmp_recv,36
10,1,CURRENT_icmp_sent,16
10,1,CURRENT_icmp_recv,47
87,1,CURRENT_icmp_sent,56
221,1,CURRENT_icmp_sent,14
87,1,CURRENT_icmp_recv,90
69,1,CURRENT_icmp_sent,19
221,1,CURRENT_icmp_recv,41
69,1,CURRENT_icmp_recv,40
155,1,CURRENT_icmp_sent,19
155,1,CURRENT_icmp_recv,61
110,1,CURRENT_icmp_sent,20
110,1,CURRENT_icmp_recv,54
50,1,CURRENT_icmp_sent,18
50,1,CURRENT_icmp_recv,59
238,1,CURRENT_icmp_sent,22
238,1,CURRENT_icmp_recv,30
129,1,CURRENT_icmp_sent,18
129,1,CURRENT_icmp_recv,25
96,1,CURRENT_icmp_sent,33
96,1,CURRENT_icmp_recv,54
208,1,CURRENT_icmp_sent,13
208,1,CURRENT_icmp_recv,36
52,1,CURRENT_icmp_sent,15
62,1,CURRENT_icmp_sent,49
52,1,CURRENT_icmp_recv,37
62,1,CURRENT_icmp_recv,86
232,1,CURRENT_icmp_sent,17
100,1,CURRENT_icmp_sent,17
232,1,CURRENT_icmp_recv,16
100,1,CURRENT_icmp_recv,42
81,1,CURRENT_icmp_sent,107
117,1,CURRENT_icmp_sent,49
81,1,CURRENT_icmp_recv,161
117,1,CURRENT_icmp_recv,78
237,1,CURRENT_icmp_sent,15
237,1,CURRENT_icmp_recv,48
124,1,CURRENT_icmp_sent,20
30,1,CURRENT_icmp_sent,36
203,1,CURRENT_icmp_sent,115
124,1,CURRENT_icmp_recv,46
30,1,CURRENT_icmp_recv,56
106,1,CURRENT_icmp_sent,27
57,1,CURRENT_icmp_sent,21
108,1,CURRENT_icmp_sent,19
203,1,CURRENT_icmp_recv,177
57,1,CURRENT_icmp_recv,53
106,1,CURRENT_icmp_recv,61
108,1,CURRENT_icmp_recv,53
223,1,CURRENT_icmp_sent,19
