NODE,TIME,DATA TYPE,VALUES
220,1,CURRENT_icmp_sent,26
220,1,CURRENT_icmp_recv,47
177,1,CURRENT_icmp_sent,28
78,1,CURRENT_icmp_sent,77
202,1,CURRENT_icmp_sent,40
185,1,CURRENT_icmp_sent,46
177,1,CURRENT_icmp_recv,50
78,1,CURRENT_icmp_recv,112
202,1,CURRENT_icmp_recv,69
185,1,CURRENT_icmp_recv,75
162,1,CURRENT_icmp_sent,12
172,1,CURRENT_icmp_sent,40
71,1,CURRENT_icmp_sent,79
200,1,CURRENT_icmp_sent,40
162,1,CURRENT_icmp_recv,40
172,1,CURRENT_icmp_recv,58
71,1,CURRENT_icmp_recv,107
227,1,CURRENT_icmp_sent,21
200,1,CURRENT_icmp_recv,49
227,1,CURRENT_icmp_recv,46
41,1,CURRENT_icmp_sent,17
36,1,CURRENT_icmp_sent,24
145,1,CURRENT_icmp_sent,12
41,1,CURRENT_icmp_recv,48
180,1,CURRENT_icmp_sent,44
36,1,CURRENT_icmp_recv,54
145,1,CURRENT_icmp_recv,31
180,1,CURRENT_icmp_recv,77
26,1,CURRENT_icmp_sent,89
275,1,CURRENT_icmp_sent,15
26,1,CURRENT_icmp_recv,117
259,1,CURRENT_icmp_sent,16
275,1,CURRENT_icmp_recv,52
259,1,CURRENT_icmp_recv,35
159,1,CURRENT_icmp_sent,13
159,1,CURRENT_icmp_recv,23
72,1,CURRENT_icmp_sent,55
72,1,CURRENT_icmp_recv,89
244,1,CURRENT_icmp_sent,14
261,1,CURRENT_icmp_sent,14
244,1,CURRENT_icmp_recv,53
261,1,CURRENT_icmp_recv,26
210,1,CURRENT_icmp_sent,18
210,1,CURRENT_icmp_recv,40
87,1,CURRENT_icmp_sent,81
87,1,CURRENT_icmp_recv,114
207,1,CURRENT_icmp_sent,25
10,1,CURRENT_icmp_sent,16
207,1,CURRENT_icmp_recv,63
10,1,CURRENT_icmp_recv,49
221,1,CURRENT_icmp_sent,15
69,1,CURRENT_icmp_sent,19
221,1,CURRENT_icmp_recv,48
69,1,CURRENT_icmp_recv,41
155,1,CURRENT_icmp_sent,28
155,1,CURRENT_icmp_recv,69
110,1,CURRENT_icmp_sent,31
110,1,CURRENT_icmp_recv,62
50,1,CURRENT_icmp_sent,23
50,1,CURRENT_icmp_recv,81
238,1,CURRENT_icmp_sent,17
129,1,CURRENT_icmp_sent,24
238,1,CURRENT_icmp_recv,59
81,1,CURRENT_icmp_sent,116
129,1,CURRENT_icmp_recv,38
81,1,CURRENT_icmp_recv,194
96,1,CURRENT_icmp_sent,44
96,1,CURRENT_icmp_recv,67
208,1,CURRENT_icmp_sent,16
208,1,CURRENT_icmp_recv,51
52,1,CURRENT_icmp_sent,16
62,1,CURRENT_icmp_sent,58
52,1,CURRENT_icmp_recv,49
203,1,CURRENT_icmp_sent,118
62,1,CURRENT_icmp_recv,94
100,1,CURRENT_icmp_sent,17
203,1,CURRENT_icmp_recv,190
