NODE,TIME,DATA TYPE,VALUE
6 R,3,CURRENT_icmp_recv,43
44 R,3,CURRENT_icmp_sent,6
44 R,3,CURRENT_icmp_recv,14
21 R,3,CURRENT_icmp_sent,18
21 R,3,CURRENT_icmp_recv,18
114 R,3,CURRENT_icmp_sent,42
114 R,3,CURRENT_icmp_recv,73
107 R,3,CURRENT_icmp_sent,11
107 R,3,CURRENT_icmp_recv,28
82 R,3,CURRENT_icmp_sent,5
82 R,3,CURRENT_icmp_recv,8
92 R,3,CURRENT_icmp_sent,18
92 R,3,CURRENT_icmp_recv,49
89 R,3,CURRENT_icmp_sent,13
89 R,3,CURRENT_icmp_recv,19
104 R,3,CURRENT_icmp_sent,4
104 R,3,CURRENT_icmp_recv,5
40 R,3,CURRENT_icmp_sent,27
40 R,3,CURRENT_icmp_recv,43
19 R,3,CURRENT_icmp_sent,9
99 R,3,CURRENT_icmp_sent,10
19 R,3,CURRENT_icmp_recv,27
99 R,3,CURRENT_icmp_recv,18
94 R,3,CURRENT_icmp_sent,18
94 R,3,CURRENT_icmp_recv,13
75 R,3,CURRENT_icmp_sent,28
75 R,3,CURRENT_icmp_recv,41
85 R,3,CURRENT_icmp_sent,27
85 R,3,CURRENT_icmp_recv,45
86 R,3,CURRENT_icmp_sent,3
86 R,3,CURRENT_icmp_recv,5
109 R,3,CURRENT_icmp_sent,7
109 R,3,CURRENT_icmp_recv,9
15 R,3,CURRENT_icmp_sent,3
15 R,3,CURRENT_icmp_recv,11
38 R,3,CURRENT_icmp_sent,66
38 R,3,CURRENT_icmp_recv,139
61 R,3,CURRENT_icmp_sent,42
61 R,3,CURRENT_icmp_recv,89
3 R,3,CURRENT_icmp_sent,61
3 R,3,CURRENT_icmp_recv,90
23 R,3,CURRENT_icmp_sent,20
23 R,3,CURRENT_icmp_recv,21
116 R,3,CURRENT_icmp_sent,4
116 R,3,CURRENT_icmp_recv,6
25 R,3,CURRENT_icmp_sent,12
25 R,3,CURRENT_icmp_recv,15
122 R,3,CURRENT_icmp_sent,52
102 R,3,CURRENT_icmp_sent,4
122 R,3,CURRENT_icmp_recv,62
102 R,3,CURRENT_icmp_recv,5
59 R,3,CURRENT_icmp_sent,5
59 R,3,CURRENT_icmp_recv,7
34 R,3,CURRENT_icmp_sent,21
123 R,3,CURRENT_icmp_sent,14
34 R,3,CURRENT_icmp_recv,31
123 R,3,CURRENT_icmp_recv,26
93 R,3,CURRENT_icmp_sent,26
93 R,3,CURRENT_icmp_recv,47
78 R,4,CURRENT_icmp_sent,12
78 R,4,CURRENT_icmp_recv,22
71 R,4,CURRENT_icmp_sent,4
71 R,4,CURRENT_icmp_recv,3
41 R,4,CURRENT_icmp_sent,5
36 R,4,CURRENT_icmp_sent,5
41 R,4,CURRENT_icmp_recv,7
36 R,4,CURRENT_icmp_recv,10
26 R,4,CURRENT_icmp_sent,7
26 R,4,CURRENT_icmp_recv,12
72 R,4,CURRENT_icmp_sent,5
72 R,4,CURRENT_icmp_recv,6
87 R,4,CURRENT_icmp_sent,5
87 R,4,CURRENT_icmp_recv,10
10 R,4,CURRENT_icmp_sent,5
10 R,4,CURRENT_icmp_recv,8
69 R,4,CURRENT_icmp_sent,4
69 R,4,CURRENT_icmp_recv,8
110 R,4,CURRENT_icmp_sent,7
110 R,4,CURRENT_icmp_recv,12
50 R,4,CURRENT_icmp_sent,7
50 R,4,CURRENT_icmp_recv,22
81 R,4,CURRENT_icmp_sent,17
81 R,4,CURRENT_icmp_recv,19
62 R,4,CURRENT_icmp_sent,5
96 R,4,CURRENT_icmp_sent,8
62 R,4,CURRENT_icmp_recv,5
96 R,4,CURRENT_icmp_recv,6
117 R,4,CURRENT_icmp_sent,5
52 R,4,CURRENT_icmp_sent,6
117 R,4,CURRENT_icmp_recv,10
52 R,4,CURRENT_icmp_recv,6
100 R,4,CURRENT_icmp_sent,4
100 R,4,CURRENT_icmp_recv,5
57 R,4,CURRENT_icmp_sent,11
30 R,4,CURRENT_icmp_sent,13
57 R,4,CURRENT_icmp_recv,21
106 R,4,CURRENT_icmp_sent,4
30 R,4,CURRENT_icmp_recv,15
108 R,4,CURRENT_icmp_sent,3
106 R,4,CURRENT_icmp_recv,20
108 R,4,CURRENT_icmp_recv,8
97 R,4,CURRENT_icmp_sent,7
97 R,4,CURRENT_icmp_recv,19
105 R,4,CURRENT_icmp_sent,11
105 R,4,CURRENT_icmp_recv,10
13 R,4,CURRENT_icmp_sent,10
13 R,4,CURRENT_icmp_recv,14
91 R,4,CURRENT_icmp_sent,5
91 R,4,CURRENT_icmp_recv,5
33 R,4,CURRENT_icmp_sent,6
33 R,4,CURRENT_icmp_recv,14
37 R,4,CURRENT_icmp_sent,6
37 R,4,CURRENT_icmp_recv,9
56 R,4,CURRENT_icmp_sent,3
90 R,4,CURRENT_icmp_sent,23
46 R,4,CURRENT_icmp_sent,8
56 R,4,CURRENT_icmp_recv,3
90 R,4,CURRENT_icmp_recv,41
47 R,4,CURRENT_icmp_sent,11
46 R,4,CURRENT_icmp_recv,19
47 R,4,CURRENT_icmp_recv,12
74 R,4,CURRENT_icmp_sent,16
74 R,4,CURRENT_icmp_recv,23
2 R,4,CURRENT_icmp_sent,35
2 R,4,CURRENT_icmp_recv,40
32 R,4,CURRENT_icmp_sent,2
32 R,4,CURRENT_icmp_recv,3
8 R,4,CURRENT_icmp_sent,8
8 R,4,CURRENT_icmp_recv,14
83 R,4,CURRENT_icmp_sent,5
83 R,4,CURRENT_icmp_recv,7
79 R,4,CURRENT_icmp_sent,10
79 R,4,CURRENT_icmp_recv,15
88 R,4,CURRENT_icmp_sent,4
88 R,4,CURRENT_icmp_recv,1
112 R,4,CURRENT_icmp_sent,13
112 R,4,CURRENT_icmp_recv,14
67 R,4,CURRENT_icmp_sent,6
67 R,4,CURRENT_icmp_recv,18
111 R,4,CURRENT_icmp_sent,6
111 R,4,CURRENT_icmp_recv,5
70 R,4,CURRENT_icmp_sent,4
70 R,4,CURRENT_icmp_recv,13
119 R,4,CURRENT_icmp_sent,5
119 R,4,CURRENT_icmp_recv,4
98 R,4,CURRENT_icmp_sent,9
98 R,4,CURRENT_icmp_recv,19
65 R,4,CURRENT_icmp_sent,4
65 R,4,CURRENT_icmp_recv,4
20 R,4,CURRENT_icmp_sent,46
20 R,4,CURRENT_icmp_recv,50
4 R,4,CURRENT_icmp_sent,5
4 R,4,CURRENT_icmp_recv,11
35 R,4,CURRENT_icmp_sent,8
35 R,4,CURRENT_icmp_recv,18
29 R,4,CURRENT_icmp_sent,5
29 R,4,CURRENT_icmp_recv,7
68 R,4,CURRENT_icmp_sent,5
68 R,4,CURRENT_icmp_recv,22
66 R,4,CURRENT_icmp_sent,33
66 R,4,CURRENT_icmp_recv,33
43 R,4,CURRENT_icmp_sent,28
43 R,4,CURRENT_icmp_recv,25
9 R,4,CURRENT_icmp_sent,6
9 R,4,CURRENT_icmp_recv,7
49 R,4,CURRENT_icmp_sent,5
42 R,4,CURRENT_icmp_sent,6
49 R,4,CURRENT_icmp_recv,9
42 R,4,CURRENT_icmp_recv,13
55 R,4,CURRENT_icmp_sent,4
55 R,4,CURRENT_icmp_recv,3
63 R,4,CURRENT_icmp_sent,7
63 R,4,CURRENT_icmp_recv,10
16 R,4,CURRENT_icmp_sent,8
16 R,4,CURRENT_icmp_recv,16
103 R,4,CURRENT_icmp_sent,3
103 R,4,CURRENT_icmp_recv,5
17 R,4,CURRENT_icmp_sent,3
17 R,4,CURRENT_icmp_recv,6
48 R,4,CURRENT_icmp_sent,24
27 R,4,CURRENT_icmp_sent,6
48 R,4,CURRENT_icmp_recv,24
27 R,4,CURRENT_icmp_recv,9
80 R,4,CURRENT_icmp_sent,7
80 R,4,CURRENT_icmp_recv,6
22 R,4,CURRENT_icmp_sent,17
18 R,4,CURRENT_icmp_sent,19
22 R,4,CURRENT_icmp_recv,25
18 R,4,CURRENT_icmp_recv,16
39 R,4,CURRENT_icmp_sent,10
64 R,4,CURRENT_icmp_sent,31
39 R,4,CURRENT_icmp_recv,4
64 R,4,CURRENT_icmp_recv,29
60 R,4,CURRENT_icmp_sent,6
60 R,4,CURRENT_icmp_recv,9
54 R,4,CURRENT_icmp_sent,22
54 R,4,CURRENT_icmp_recv,30
101 R,4,CURRENT_icmp_sent,3
101 R,4,CURRENT_icmp_recv,10
121 R,4,CURRENT_icmp_sent,3
121 R,4,CURRENT_icmp_recv,9
76 R,4,CURRENT_icmp_sent,11
76 R,4,CURRENT_icmp_recv,16
12 R,4,CURRENT_icmp_sent,13
120 R,4,CURRENT_icmp_sent,4
12 R,4,CURRENT_icmp_recv,18
120 R,4,CURRENT_icmp_recv,5
73 R,4,CURRENT_icmp_sent,6
73 R,4,CURRENT_icmp_recv,9
115 R,4,CURRENT_icmp_sent,4
115 R,4,CURRENT_icmp_recv,5
14 R,4,CURRENT_icmp_sent,8
14 R,4,CURRENT_icmp_recv,11
95 R,4,CURRENT_icmp_sent,7
95 R,4,CURRENT_icmp_recv,12
51 R,4,CURRENT_icmp_sent,4
51 R,4,CURRENT_icmp_recv,3
77 R,4,CURRENT_icmp_sent,26
118 R,4,CURRENT_icmp_sent,7
77 R,4,CURRENT_icmp_recv,26
118 R,4,CURRENT_icmp_recv,15
113 R,4,CURRENT_icmp_sent,2
31 R,4,CURRENT_icmp_sent,13
113 R,4,CURRENT_icmp_recv,15
31 R,4,CURRENT_icmp_recv,18
24 R,4,CURRENT_icmp_sent,7
24 R,4,CURRENT_icmp_recv,5
45 R,4,CURRENT_icmp_sent,8
53 R,4,CURRENT_icmp_sent,10
28 R,4,CURRENT_icmp_sent,3
45 R,4,CURRENT_icmp_recv,3
53 R,4,CURRENT_icmp_recv,6
28 R,4,CURRENT_icmp_recv,7
58 R,4,CURRENT_icmp_sent,2
58 R,4,CURRENT_icmp_recv,7
11 R,4,CURRENT_icmp_sent,6
11 R,4,CURRENT_icmp_recv,13
84 R,4,CURRENT_icmp_sent,5
84 R,4,CURRENT_icmp_recv,7
6 R,4,CURRENT_icmp_sent,6
6 R,4,CURRENT_icmp_recv,11
44 R,4,CURRENT_icmp_sent,3
21 R,4,CURRENT_icmp_sent,13
44 R,4,CURRENT_icmp_recv,9
21 R,4,CURRENT_icmp_recv,10
114 R,4,CURRENT_icmp_sent,34
107 R,4,CURRENT_icmp_sent,4
114 R,4,CURRENT_icmp_recv,49
107 R,4,CURRENT_icmp_recv,5
82 R,4,CURRENT_icmp_sent,5
82 R,4,CURRENT_icmp_recv,5
92 R,4,CURRENT_icmp_sent,9
92 R,4,CURRENT_icmp_recv,12
89 R,4,CURRENT_icmp_sent,29
89 R,4,CURRENT_icmp_recv,39
40 R,4,CURRENT_icmp_sent,16
104 R,4,CURRENT_icmp_sent,4
40 R,4,CURRENT_icmp_recv,24
104 R,4,CURRENT_icmp_recv,3
99 R,4,CURRENT_icmp_sent,10
99 R,4,CURRENT_icmp_recv,5
19 R,4,CURRENT_icmp_sent,16
19 R,4,CURRENT_icmp_recv,14
75 R,4,CURRENT_icmp_sent,16
75 R,4,CURRENT_icmp_recv,21
94 R,4,CURRENT_icmp_sent,10
94 R,4,CURRENT_icmp_recv,6
85 R,4,CURRENT_icmp_sent,10
85 R,4,CURRENT_icmp_recv,19
109 R,4,CURRENT_icmp_sent,5
109 R,4,CURRENT_icmp_recv,5
86 R,4,CURRENT_icmp_sent,6
86 R,4,CURRENT_icmp_recv,10
15 R,4,CURRENT_icmp_sent,5
15 R,4,CURRENT_icmp_recv,7
61 R,4,CURRENT_icmp_sent,16
61 R,4,CURRENT_icmp_recv,24
38 R,4,CURRENT_icmp_sent,46
3 R,4,CURRENT_icmp_sent,23
38 R,4,CURRENT_icmp_recv,96
3 R,4,CURRENT_icmp_recv,28
23 R,4,CURRENT_icmp_sent,11
23 R,4,CURRENT_icmp_recv,10
116 R,4,CURRENT_icmp_sent,2
116 R,4,CURRENT_icmp_recv,4
25 R,4,CURRENT_icmp_sent,12
25 R,4,CURRENT_icmp_recv,31
122 R,4,CURRENT_icmp_sent,39
102 R,4,CURRENT_icmp_sent,3
122 R,4,CURRENT_icmp_recv,39
102 R,4,CURRENT_icmp_recv,3
59 R,4,CURRENT_icmp_sent,5
59 R,4,CURRENT_icmp_recv,5
123 R,4,CURRENT_icmp_sent,10
34 R,4,CURRENT_icmp_sent,23
123 R,4,CURRENT_icmp_recv,13
34 R,4,CURRENT_icmp_recv,36
93 R,4,CURRENT_icmp_sent,6
93 R,4,CURRENT_icmp_recv,15
78 R,5,CURRENT_icmp_sent,11
78 R,5,CURRENT_icmp_recv,13
71 R,5,CURRENT_icmp_sent,3
71 R,5,CURRENT_icmp_recv,4
41 R,5,CURRENT_icmp_sent,4
36 R,5,CURRENT_icmp_sent,6
41 R,5,CURRENT_icmp_recv,7
36 R,5,CURRENT_icmp_recv,5
26 R,5,CURRENT_icmp_sent,5
26 R,5,CURRENT_icmp_recv,8
72 R,5,CURRENT_icmp_sent,14
72 R,5,CURRENT_icmp_recv,9
87 R,5,CURRENT_icmp_sent,4
87 R,5,CURRENT_icmp_recv,6
10 R,5,CURRENT_icmp_sent,4
10 R,5,CURRENT_icmp_recv,3
69 R,5,CURRENT_icmp_sent,9
69 R,5,CURRENT_icmp_recv,7
110 R,5,CURRENT_icmp_sent,5
110 R,5,CURRENT_icmp_recv,5
50 R,5,CURRENT_icmp_sent,9
50 R,5,CURRENT_icmp_recv,11
81 R,5,CURRENT_icmp_sent,17
62 R,5,CURRENT_icmp_sent,8
81 R,5,CURRENT_icmp_recv,17
62 R,5,CURRENT_icmp_recv,10
96 R,5,CURRENT_icmp_sent,11
96 R,5,CURRENT_icmp_recv,7
117 R,5,CURRENT_icmp_sent,4
52 R,5,CURRENT_icmp_sent,2
117 R,5,CURRENT_icmp_recv,11
52 R,5,CURRENT_icmp_recv,2
100 R,5,CURRENT_icmp_sent,4
100 R,5,CURRENT_icmp_recv,3
57 R,5,CURRENT_icmp_sent,13
30 R,5,CURRENT_icmp_sent,5
57 R,5,CURRENT_icmp_recv,17
106 R,5,CURRENT_icmp_sent,4
30 R,5,CURRENT_icmp_recv,11
108 R,5,CURRENT_icmp_sent,4
106 R,5,CURRENT_icmp_recv,16
108 R,5,CURRENT_icmp_recv,6
97 R,5,CURRENT_icmp_sent,5
97 R,5,CURRENT_icmp_recv,9
105 R,5,CURRENT_icmp_sent,6
105 R,5,CURRENT_icmp_recv,6
13 R,5,CURRENT_icmp_sent,6
13 R,5,CURRENT_icmp_recv,7
91 R,5,CURRENT_icmp_sent,3
91 R,5,CURRENT_icmp_recv,2
33 R,5,CURRENT_icmp_sent,3
33 R,5,CURRENT_icmp_recv,4
37 R,5,CURRENT_icmp_sent,9
37 R,5,CURRENT_icmp_recv,16
56 R,5,CURRENT_icmp_sent,4
90 R,5,CURRENT_icmp_sent,13
46 R,5,CURRENT_icmp_sent,7
56 R,5,CURRENT_icmp_recv,4
47 R,5,CURRENT_icmp_sent,8
90 R,5,CURRENT_icmp_recv,17
46 R,5,CURRENT_icmp_recv,7
47 R,5,CURRENT_icmp_recv,12
74 R,5,CURRENT_icmp_sent,8
74 R,5,CURRENT_icmp_recv,13
2 R,5,CURRENT_icmp_sent,42
2 R,5,CURRENT_icmp_recv,47
32 R,5,CURRENT_icmp_sent,3
32 R,5,CURRENT_icmp_recv,3
8 R,5,CURRENT_icmp_sent,3
83 R,5,CURRENT_icmp_sent,3
8 R,5,CURRENT_icmp_recv,3
83 R,5,CURRENT_icmp_recv,4
79 R,5,CURRENT_icmp_sent,11
79 R,5,CURRENT_icmp_recv,13
88 R,5,CURRENT_icmp_sent,6
88 R,5,CURRENT_icmp_recv,8
112 R,5,CURRENT_icmp_sent,12
112 R,5,CURRENT_icmp_recv,6
67 R,5,CURRENT_icmp_sent,3
67 R,5,CURRENT_icmp_recv,7
111 R,5,CURRENT_icmp_sent,5
111 R,5,CURRENT_icmp_recv,4
70 R,5,CURRENT_icmp_sent,3
70 R,5,CURRENT_icmp_recv,1
119 R,5,CURRENT_icmp_sent,3
119 R,5,CURRENT_icmp_recv,3
98 R,5,CURRENT_icmp_sent,19
98 R,5,CURRENT_icmp_recv,11
20 R,5,CURRENT_icmp_sent,21
20 R,5,CURRENT_icmp_recv,26
65 R,5,CURRENT_icmp_sent,12
65 R,5,CURRENT_icmp_recv,4
4 R,5,CURRENT_icmp_sent,3
4 R,5,CURRENT_icmp_recv,7
35 R,5,CURRENT_icmp_sent,4
35 R,5,CURRENT_icmp_recv,11
29 R,5,CURRENT_icmp_sent,3
29 R,5,CURRENT_icmp_recv,3
43 R,5,CURRENT_icmp_sent,15
68 R,5,CURRENT_icmp_sent,5
43 R,5,CURRENT_icmp_recv,17
68 R,5,CURRENT_icmp_recv,12
9 R,5,CURRENT_icmp_sent,7
66 R,5,CURRENT_icmp_sent,24
9 R,5,CURRENT_icmp_recv,10
66 R,5,CURRENT_icmp_recv,26
49 R,5,CURRENT_icmp_sent,8
42 R,5,CURRENT_icmp_sent,4
49 R,5,CURRENT_icmp_recv,13
42 R,5,CURRENT_icmp_recv,6
55 R,5,CURRENT_icmp_sent,2
55 R,5,CURRENT_icmp_recv,4
63 R,5,CURRENT_icmp_sent,4
63 R,5,CURRENT_icmp_recv,6
16 R,5,CURRENT_icmp_sent,5
16 R,5,CURRENT_icmp_recv,5
103 R,5,CURRENT_icmp_sent,3
103 R,5,CURRENT_icmp_recv,1
17 R,5,CURRENT_icmp_sent,5
17 R,5,CURRENT_icmp_recv,7
48 R,5,CURRENT_icmp_sent,18
48 R,5,CURRENT_icmp_recv,26
27 R,5,CURRENT_icmp_sent,5
27 R,5,CURRENT_icmp_recv,7
80 R,5,CURRENT_icmp_sent,9
80 R,5,CURRENT_icmp_recv,13
22 R,5,CURRENT_icmp_sent,17
18 R,5,CURRENT_icmp_sent,5
39 R,5,CURRENT_icmp_sent,7
22 R,5,CURRENT_icmp_recv,20
18 R,5,CURRENT_icmp_recv,5
39 R,5,CURRENT_icmp_recv,2
64 R,5,CURRENT_icmp_sent,23
64 R,5,CURRENT_icmp_recv,22
60 R,5,CURRENT_icmp_sent,5
60 R,5,CURRENT_icmp_recv,7
54 R,5,CURRENT_icmp_sent,15
54 R,5,CURRENT_icmp_recv,17
101 R,5,CURRENT_icmp_sent,2
101 R,5,CURRENT_icmp_recv,6
121 R,5,CURRENT_icmp_sent,3
121 R,5,CURRENT_icmp_recv,0
76 R,5,CURRENT_icmp_sent,14
76 R,5,CURRENT_icmp_recv,13
12 R,5,CURRENT_icmp_sent,11
12 R,5,CURRENT_icmp_recv,10
120 R,5,CURRENT_icmp_sent,5
120 R,5,CURRENT_icmp_recv,6
73 R,5,CURRENT_icmp_sent,7
73 R,5,CURRENT_icmp_recv,4
115 R,5,CURRENT_icmp_sent,3
115 R,5,CURRENT_icmp_recv,1
14 R,5,CURRENT_icmp_sent,10
14 R,5,CURRENT_icmp_recv,13
95 R,5,CURRENT_icmp_sent,4
95 R,5,CURRENT_icmp_recv,8
51 R,5,CURRENT_icmp_sent,4
51 R,5,CURRENT_icmp_recv,1
77 R,5,CURRENT_icmp_sent,10
118 R,5,CURRENT_icmp_sent,5
77 R,5,CURRENT_icmp_recv,14
118 R,5,CURRENT_icmp_recv,5
31 R,5,CURRENT_icmp_sent,7
31 R,5,CURRENT_icmp_recv,7
113 R,5,CURRENT_icmp_sent,5
113 R,5,CURRENT_icmp_recv,5
24 R,5,CURRENT_icmp_sent,6
24 R,5,CURRENT_icmp_recv,9
53 R,5,CURRENT_icmp_sent,7
53 R,5,CURRENT_icmp_recv,3
45 R,5,CURRENT_icmp_sent,4
28 R,5,CURRENT_icmp_sent,5
45 R,5,CURRENT_icmp_recv,8
28 R,5,CURRENT_icmp_recv,7
58 R,5,CURRENT_icmp_sent,3
58 R,5,CURRENT_icmp_recv,4
11 R,5,CURRENT_icmp_sent,15
84 R,5,CURRENT_icmp_sent,5
11 R,5,CURRENT_icmp_recv,6
84 R,5,CURRENT_icmp_recv,11
6 R,5,CURRENT_icmp_sent,4
6 R,5,CURRENT_icmp_recv,7
44 R,5,CURRENT_icmp_sent,3
21 R,5,CURRENT_icmp_sent,5
44 R,5,CURRENT_icmp_recv,8
21 R,5,CURRENT_icmp_recv,7
114 R,5,CURRENT_icmp_sent,15
114 R,5,CURRENT_icmp_recv,15
107 R,5,CURRENT_icmp_sent,3
107 R,5,CURRENT_icmp_recv,8
82 R,5,CURRENT_icmp_sent,4
82 R,5,CURRENT_icmp_recv,9
92 R,5,CURRENT_icmp_sent,8
92 R,5,CURRENT_icmp_recv,7
89 R,5,CURRENT_icmp_sent,10
89 R,5,CURRENT_icmp_recv,12
40 R,5,CURRENT_icmp_sent,12
104 R,5,CURRENT_icmp_sent,4
40 R,5,CURRENT_icmp_recv,11
104 R,5,CURRENT_icmp_recv,3
99 R,5,CURRENT_icmp_sent,7
99 R,5,CURRENT_icmp_recv,5
19 R,5,CURRENT_icmp_sent,4
19 R,5,CURRENT_icmp_recv,7
94 R,5,CURRENT_icmp_sent,6
75 R,5,CURRENT_icmp_sent,5
94 R,5,CURRENT_icmp_recv,5
75 R,5,CURRENT_icmp_recv,4
85 R,5,CURRENT_icmp_sent,7
85 R,5,CURRENT_icmp_recv,11
86 R,5,CURRENT_icmp_sent,5
86 R,5,CURRENT_icmp_recv,9
109 R,5,CURRENT_icmp_sent,4
109 R,5,CURRENT_icmp_recv,5
38 R,5,CURRENT_icmp_sent,34
38 R,5,CURRENT_icmp_recv,74
15 R,5,CURRENT_icmp_sent,5
61 R,5,CURRENT_icmp_sent,13
15 R,5,CURRENT_icmp_recv,14
61 R,5,CURRENT_icmp_recv,21
3 R,5,CURRENT_icmp_sent,39
3 R,5,CURRENT_icmp_recv,38
23 R,5,CURRENT_icmp_sent,5
23 R,5,CURRENT_icmp_recv,7
116 R,5,CURRENT_icmp_sent,4
116 R,5,CURRENT_icmp_recv,4
25 R,5,CURRENT_icmp_sent,9
25 R,5,CURRENT_icmp_recv,13
122 R,5,CURRENT_icmp_sent,20
102 R,5,CURRENT_icmp_sent,3
122 R,5,CURRENT_icmp_recv,22
102 R,5,CURRENT_icmp_recv,3
123 R,5,CURRENT_icmp_sent,7
123 R,5,CURRENT_icmp_recv,9
59 R,5,CURRENT_icmp_sent,4
59 R,5,CURRENT_icmp_recv,9
34 R,5,CURRENT_icmp_sent,19
34 R,5,CURRENT_icmp_recv,13
93 R,5,CURRENT_icmp_sent,5
93 R,5,CURRENT_icmp_recv,10
78 R,6,CURRENT_icmp_sent,9
78 R,6,CURRENT_icmp_recv,16
71 R,6,CURRENT_icmp_sent,4
71 R,6,CURRENT_icmp_recv,3
36 R,6,CURRENT_icmp_sent,6
36 R,6,CURRENT_icmp_recv,7
41 R,6,CURRENT_icmp_sent,11
41 R,6,CURRENT_icmp_recv,16
26 R,6,CURRENT_icmp_sent,8
26 R,6,CURRENT_icmp_recv,13
72 R,6,CURRENT_icmp_sent,7
72 R,6,CURRENT_icmp_recv,4
87 R,6,CURRENT_icmp_sent,4
87 R,6,CURRENT_icmp_recv,9
10 R,6,CURRENT_icmp_sent,3
10 R,6,CURRENT_icmp_recv,6
69 R,6,CURRENT_icmp_sent,3
69 R,6,CURRENT_icmp_recv,5
110 R,6,CURRENT_icmp_sent,8
110 R,6,CURRENT_icmp_recv,18
50 R,6,CURRENT_icmp_sent,12
50 R,6,CURRENT_icmp_recv,14
81 R,6,CURRENT_icmp_sent,17
62 R,6,CURRENT_icmp_sent,6
81 R,6,CURRENT_icmp_recv,20
62 R,6,CURRENT_icmp_recv,8
96 R,6,CURRENT_icmp_sent,6
96 R,6,CURRENT_icmp_recv,7
117 R,6,CURRENT_icmp_sent,3
52 R,6,CURRENT_icmp_sent,4
117 R,6,CURRENT_icmp_recv,5
52 R,6,CURRENT_icmp_recv,12
100 R,6,CURRENT_icmp_sent,5
100 R,6,CURRENT_icmp_recv,5
57 R,6,CURRENT_icmp_sent,14
30 R,6,CURRENT_icmp_sent,6
57 R,6,CURRENT_icmp_recv,19
106 R,6,CURRENT_icmp_sent,5
30 R,6,CURRENT_icmp_recv,5
108 R,6,CURRENT_icmp_sent,2
106 R,6,CURRENT_icmp_recv,18
108 R,6,CURRENT_icmp_recv,6
105 R,6,CURRENT_icmp_sent,4
105 R,6,CURRENT_icmp_recv,4
97 R,6,CURRENT_icmp_sent,11
97 R,6,CURRENT_icmp_recv,14
13 R,6,CURRENT_icmp_sent,6
13 R,6,CURRENT_icmp_recv,8
91 R,6,CURRENT_icmp_sent,5
91 R,6,CURRENT_icmp_recv,3
33 R,6,CURRENT_icmp_sent,5
33 R,6,CURRENT_icmp_recv,9
37 R,6,CURRENT_icmp_sent,4
37 R,6,CURRENT_icmp_recv,6
56 R,6,CURRENT_icmp_sent,5
46 R,6,CURRENT_icmp_sent,9
56 R,6,CURRENT_icmp_recv,6
47 R,6,CURRENT_icmp_sent,10
46 R,6,CURRENT_icmp_recv,11
47 R,6,CURRENT_icmp_recv,8
90 R,6,CURRENT_icmp_sent,15
90 R,6,CURRENT_icmp_recv,18
74 R,6,CURRENT_icmp_sent,7
74 R,6,CURRENT_icmp_recv,9
2 R,6,CURRENT_icmp_sent,31
2 R,6,CURRENT_icmp_recv,27
32 R,6,CURRENT_icmp_sent,4
32 R,6,CURRENT_icmp_recv,3
8 R,6,CURRENT_icmp_sent,3
83 R,6,CURRENT_icmp_sent,5
8 R,6,CURRENT_icmp_recv,9
83 R,6,CURRENT_icmp_recv,2
79 R,6,CURRENT_icmp_sent,5
79 R,6,CURRENT_icmp_recv,8
112 R,6,CURRENT_icmp_sent,7
88 R,6,CURRENT_icmp_sent,6
112 R,6,CURRENT_icmp_recv,7
88 R,6,CURRENT_icmp_recv,3
67 R,6,CURRENT_icmp_sent,4
67 R,6,CURRENT_icmp_recv,7
111 R,6,CURRENT_icmp_sent,9
111 R,6,CURRENT_icmp_recv,6
70 R,6,CURRENT_icmp_sent,5
70 R,6,CURRENT_icmp_recv,12
119 R,6,CURRENT_icmp_sent,6
119 R,6,CURRENT_icmp_recv,3
98 R,6,CURRENT_icmp_sent,8
98 R,6,CURRENT_icmp_recv,10
65 R,6,CURRENT_icmp_sent,5
65 R,6,CURRENT_icmp_recv,4
20 R,6,CURRENT_icmp_sent,25
20 R,6,CURRENT_icmp_recv,22
4 R,6,CURRENT_icmp_sent,4
4 R,6,CURRENT_icmp_recv,6
35 R,6,CURRENT_icmp_sent,7
35 R,6,CURRENT_icmp_recv,14
29 R,6,CURRENT_icmp_sent,5
29 R,6,CURRENT_icmp_recv,3
43 R,6,CURRENT_icmp_sent,21
68 R,6,CURRENT_icmp_sent,3
43 R,6,CURRENT_icmp_recv,25
68 R,6,CURRENT_icmp_recv,8
66 R,6,CURRENT_icmp_sent,19
66 R,6,CURRENT_icmp_recv,22
9 R,6,CURRENT_icmp_sent,6
9 R,6,CURRENT_icmp_recv,7
49 R,6,CURRENT_icmp_sent,4
49 R,6,CURRENT_icmp_recv,7
55 R,6,CURRENT_icmp_sent,5
55 R,6,CURRENT_icmp_recv,2
42 R,6,CURRENT_icmp_sent,12
42 R,6,CURRENT_icmp_recv,7
63 R,6,CURRENT_icmp_sent,7
63 R,6,CURRENT_icmp_recv,6
16 R,6,CURRENT_icmp_sent,5
16 R,6,CURRENT_icmp_recv,5
103 R,6,CURRENT_icmp_sent,5
103 R,6,CURRENT_icmp_recv,5
17 R,6,CURRENT_icmp_sent,3
17 R,6,CURRENT_icmp_recv,2
48 R,6,CURRENT_icmp_sent,21
48 R,6,CURRENT_icmp_recv,18
27 R,6,CURRENT_icmp_sent,5
27 R,6,CURRENT_icmp_recv,6
80 R,6,CURRENT_icmp_sent,9
80 R,6,CURRENT_icmp_recv,10
