NODE,TIME,DATA TYPE,VALUE
18 R,6,CURRENT_icmp_sent,4
39 R,6,CURRENT_icmp_sent,5
39 R,6,CURRENT_icmp_recv,7
18 R,6,CURRENT_icmp_recv,11
22 R,6,CURRENT_icmp_sent,18
64 R,6,CURRENT_icmp_sent,20
22 R,6,CURRENT_icmp_recv,21
64 R,6,CURRENT_icmp_recv,17
60 R,6,CURRENT_icmp_sent,5
60 R,6,CURRENT_icmp_recv,5
54 R,6,CURRENT_icmp_sent,11
54 R,6,CURRENT_icmp_recv,9
101 R,6,CURRENT_icmp_sent,5
101 R,6,CURRENT_icmp_recv,6
121 R,6,CURRENT_icmp_sent,4
121 R,6,CURRENT_icmp_recv,8
76 R,6,CURRENT_icmp_sent,7
76 R,6,CURRENT_icmp_recv,11
12 R,6,CURRENT_icmp_sent,10
12 R,6,CURRENT_icmp_recv,11
120 R,6,CURRENT_icmp_sent,5
120 R,6,CURRENT_icmp_recv,6
73 R,6,CURRENT_icmp_sent,3
73 R,6,CURRENT_icmp_recv,4
115 R,6,CURRENT_icmp_sent,3
115 R,6,CURRENT_icmp_recv,3
14 R,6,CURRENT_icmp_sent,8
14 R,6,CURRENT_icmp_recv,9
95 R,6,CURRENT_icmp_sent,4
95 R,6,CURRENT_icmp_recv,7
51 R,6,CURRENT_icmp_sent,4
51 R,6,CURRENT_icmp_recv,6
77 R,6,CURRENT_icmp_sent,10
118 R,6,CURRENT_icmp_sent,5
77 R,6,CURRENT_icmp_recv,9
118 R,6,CURRENT_icmp_recv,13
31 R,6,CURRENT_icmp_sent,5
31 R,6,CURRENT_icmp_recv,5
113 R,6,CURRENT_icmp_sent,4
113 R,6,CURRENT_icmp_recv,8
24 R,6,CURRENT_icmp_sent,3
24 R,6,CURRENT_icmp_recv,10
53 R,6,CURRENT_icmp_sent,4
53 R,6,CURRENT_icmp_recv,11
45 R,6,CURRENT_icmp_sent,4
28 R,6,CURRENT_icmp_sent,3
45 R,6,CURRENT_icmp_recv,5
28 R,6,CURRENT_icmp_recv,8
58 R,6,CURRENT_icmp_sent,4
58 R,6,CURRENT_icmp_recv,4
11 R,6,CURRENT_icmp_sent,4
84 R,6,CURRENT_icmp_sent,5
11 R,6,CURRENT_icmp_recv,7
84 R,6,CURRENT_icmp_recv,6
6 R,6,CURRENT_icmp_sent,5
6 R,6,CURRENT_icmp_recv,10
44 R,6,CURRENT_icmp_sent,4
21 R,6,CURRENT_icmp_sent,4
44 R,6,CURRENT_icmp_recv,6
21 R,6,CURRENT_icmp_recv,5
114 R,6,CURRENT_icmp_sent,23
107 R,6,CURRENT_icmp_sent,6
114 R,6,CURRENT_icmp_recv,27
107 R,6,CURRENT_icmp_recv,6
82 R,6,CURRENT_icmp_sent,4
82 R,6,CURRENT_icmp_recv,9
92 R,6,CURRENT_icmp_sent,3
92 R,6,CURRENT_icmp_recv,7
89 R,6,CURRENT_icmp_sent,11
89 R,6,CURRENT_icmp_recv,9
40 R,6,CURRENT_icmp_sent,13
104 R,6,CURRENT_icmp_sent,3
40 R,6,CURRENT_icmp_recv,16
104 R,6,CURRENT_icmp_recv,1
19 R,6,CURRENT_icmp_sent,4
99 R,6,CURRENT_icmp_sent,10
19 R,6,CURRENT_icmp_recv,15
99 R,6,CURRENT_icmp_recv,8
94 R,6,CURRENT_icmp_sent,3
94 R,6,CURRENT_icmp_recv,5
75 R,6,CURRENT_icmp_sent,13
75 R,6,CURRENT_icmp_recv,15
85 R,6,CURRENT_icmp_sent,13
85 R,6,CURRENT_icmp_recv,13
86 R,6,CURRENT_icmp_sent,7
86 R,6,CURRENT_icmp_recv,2
109 R,6,CURRENT_icmp_sent,3
109 R,6,CURRENT_icmp_recv,7
15 R,6,CURRENT_icmp_sent,5
15 R,6,CURRENT_icmp_recv,4
38 R,6,CURRENT_icmp_sent,36
61 R,6,CURRENT_icmp_sent,18
38 R,6,CURRENT_icmp_recv,65
61 R,6,CURRENT_icmp_recv,19
3 R,6,CURRENT_icmp_sent,24
3 R,6,CURRENT_icmp_recv,24
23 R,6,CURRENT_icmp_sent,8
23 R,6,CURRENT_icmp_recv,13
116 R,6,CURRENT_icmp_sent,3
116 R,6,CURRENT_icmp_recv,0
25 R,6,CURRENT_icmp_sent,6
25 R,6,CURRENT_icmp_recv,11
122 R,6,CURRENT_icmp_sent,26
102 R,6,CURRENT_icmp_sent,2
122 R,6,CURRENT_icmp_recv,25
102 R,6,CURRENT_icmp_recv,3
123 R,6,CURRENT_icmp_sent,9
123 R,6,CURRENT_icmp_recv,19
59 R,6,CURRENT_icmp_sent,5
59 R,6,CURRENT_icmp_recv,6
34 R,6,CURRENT_icmp_sent,10
34 R,6,CURRENT_icmp_recv,15
93 R,6,CURRENT_icmp_sent,6
93 R,6,CURRENT_icmp_recv,6
78 R,7,CURRENT_icmp_sent,9
78 R,7,CURRENT_icmp_recv,6
71 R,7,CURRENT_icmp_sent,4
71 R,7,CURRENT_icmp_recv,6
41 R,7,CURRENT_icmp_sent,8
36 R,7,CURRENT_icmp_sent,9
41 R,7,CURRENT_icmp_recv,13
36 R,7,CURRENT_icmp_recv,6
26 R,7,CURRENT_icmp_sent,8
26 R,7,CURRENT_icmp_recv,11
72 R,7,CURRENT_icmp_sent,3
72 R,7,CURRENT_icmp_recv,5
87 R,7,CURRENT_icmp_sent,6
87 R,7,CURRENT_icmp_recv,7
10 R,7,CURRENT_icmp_sent,5
10 R,7,CURRENT_icmp_recv,5
69 R,7,CURRENT_icmp_sent,4
69 R,7,CURRENT_icmp_recv,3
110 R,7,CURRENT_icmp_sent,5
110 R,7,CURRENT_icmp_recv,15
50 R,7,CURRENT_icmp_sent,7
50 R,7,CURRENT_icmp_recv,10
62 R,7,CURRENT_icmp_sent,9
62 R,7,CURRENT_icmp_recv,8
96 R,7,CURRENT_icmp_sent,10
81 R,7,CURRENT_icmp_sent,21
96 R,7,CURRENT_icmp_recv,16
81 R,7,CURRENT_icmp_recv,31
117 R,7,CURRENT_icmp_sent,5
117 R,7,CURRENT_icmp_recv,4
100 R,7,CURRENT_icmp_sent,5
52 R,7,CURRENT_icmp_sent,9
100 R,7,CURRENT_icmp_recv,6
52 R,7,CURRENT_icmp_recv,5
57 R,7,CURRENT_icmp_sent,11
30 R,7,CURRENT_icmp_sent,6
57 R,7,CURRENT_icmp_recv,10
30 R,7,CURRENT_icmp_recv,3
108 R,7,CURRENT_icmp_sent,5
108 R,7,CURRENT_icmp_recv,6
106 R,7,CURRENT_icmp_sent,6
106 R,7,CURRENT_icmp_recv,11
97 R,7,CURRENT_icmp_sent,6
97 R,7,CURRENT_icmp_recv,8
105 R,7,CURRENT_icmp_sent,3
105 R,7,CURRENT_icmp_recv,4
13 R,7,CURRENT_icmp_sent,7
13 R,7,CURRENT_icmp_recv,14
91 R,7,CURRENT_icmp_sent,3
91 R,7,CURRENT_icmp_recv,7
33 R,7,CURRENT_icmp_sent,4
33 R,7,CURRENT_icmp_recv,5
37 R,7,CURRENT_icmp_sent,5
37 R,7,CURRENT_icmp_recv,7
56 R,7,CURRENT_icmp_sent,4
90 R,7,CURRENT_icmp_sent,13
56 R,7,CURRENT_icmp_recv,5
90 R,7,CURRENT_icmp_recv,14
46 R,7,CURRENT_icmp_sent,8
46 R,7,CURRENT_icmp_recv,7
47 R,7,CURRENT_icmp_sent,20
47 R,7,CURRENT_icmp_recv,15
74 R,7,CURRENT_icmp_sent,7
2 R,7,CURRENT_icmp_sent,23
74 R,7,CURRENT_icmp_recv,7
2 R,7,CURRENT_icmp_recv,22
32 R,7,CURRENT_icmp_sent,4
32 R,7,CURRENT_icmp_recv,2
8 R,7,CURRENT_icmp_sent,3
83 R,7,CURRENT_icmp_sent,5
8 R,7,CURRENT_icmp_recv,4
83 R,7,CURRENT_icmp_recv,7
79 R,7,CURRENT_icmp_sent,7
79 R,7,CURRENT_icmp_recv,4
112 R,7,CURRENT_icmp_sent,4
88 R,7,CURRENT_icmp_sent,5
112 R,7,CURRENT_icmp_recv,4
88 R,7,CURRENT_icmp_recv,5
67 R,7,CURRENT_icmp_sent,5
67 R,7,CURRENT_icmp_recv,1
111 R,7,CURRENT_icmp_sent,7
111 R,7,CURRENT_icmp_recv,9
70 R,7,CURRENT_icmp_sent,3
70 R,7,CURRENT_icmp_recv,7
119 R,7,CURRENT_icmp_sent,3
119 R,7,CURRENT_icmp_recv,5
98 R,7,CURRENT_icmp_sent,16
98 R,7,CURRENT_icmp_recv,11
65 R,7,CURRENT_icmp_sent,4
65 R,7,CURRENT_icmp_recv,5
20 R,7,CURRENT_icmp_sent,19
20 R,7,CURRENT_icmp_recv,19
4 R,7,CURRENT_icmp_sent,3
35 R,7,CURRENT_icmp_sent,4
4 R,7,CURRENT_icmp_recv,13
35 R,7,CURRENT_icmp_recv,10
29 R,7,CURRENT_icmp_sent,2
29 R,7,CURRENT_icmp_recv,2
68 R,7,CURRENT_icmp_sent,4
68 R,7,CURRENT_icmp_recv,9
66 R,7,CURRENT_icmp_sent,20
66 R,7,CURRENT_icmp_recv,18
9 R,7,CURRENT_icmp_sent,8
9 R,7,CURRENT_icmp_recv,10
49 R,7,CURRENT_icmp_sent,5
42 R,7,CURRENT_icmp_sent,5
43 R,7,CURRENT_icmp_sent,21
49 R,7,CURRENT_icmp_recv,6
42 R,7,CURRENT_icmp_recv,6
55 R,7,CURRENT_icmp_sent,4
43 R,7,CURRENT_icmp_recv,26
55 R,7,CURRENT_icmp_recv,3
63 R,7,CURRENT_icmp_sent,4
63 R,7,CURRENT_icmp_recv,9
16 R,7,CURRENT_icmp_sent,3
16 R,7,CURRENT_icmp_recv,3
103 R,7,CURRENT_icmp_sent,3
103 R,7,CURRENT_icmp_recv,4
17 R,7,CURRENT_icmp_sent,4
17 R,7,CURRENT_icmp_recv,5
48 R,7,CURRENT_icmp_sent,25
27 R,7,CURRENT_icmp_sent,5
48 R,7,CURRENT_icmp_recv,27
27 R,7,CURRENT_icmp_recv,7
80 R,7,CURRENT_icmp_sent,5
80 R,7,CURRENT_icmp_recv,6
18 R,7,CURRENT_icmp_sent,3
39 R,7,CURRENT_icmp_sent,5
18 R,7,CURRENT_icmp_recv,2
39 R,7,CURRENT_icmp_recv,2
22 R,7,CURRENT_icmp_sent,16
64 R,7,CURRENT_icmp_sent,18
22 R,7,CURRENT_icmp_recv,21
64 R,7,CURRENT_icmp_recv,18
60 R,7,CURRENT_icmp_sent,10
60 R,7,CURRENT_icmp_recv,13
54 R,7,CURRENT_icmp_sent,13
54 R,7,CURRENT_icmp_recv,10
101 R,7,CURRENT_icmp_sent,5
101 R,7,CURRENT_icmp_recv,3
121 R,7,CURRENT_icmp_sent,3
121 R,7,CURRENT_icmp_recv,12
76 R,7,CURRENT_icmp_sent,10
76 R,7,CURRENT_icmp_recv,9
12 R,7,CURRENT_icmp_sent,9
120 R,7,CURRENT_icmp_sent,5
12 R,7,CURRENT_icmp_recv,8
120 R,7,CURRENT_icmp_recv,6
73 R,7,CURRENT_icmp_sent,6
73 R,7,CURRENT_icmp_recv,6
115 R,7,CURRENT_icmp_sent,5
115 R,7,CURRENT_icmp_recv,2
14 R,7,CURRENT_icmp_sent,12
14 R,7,CURRENT_icmp_recv,20
95 R,7,CURRENT_icmp_sent,3
95 R,7,CURRENT_icmp_recv,7
51 R,7,CURRENT_icmp_sent,5
51 R,7,CURRENT_icmp_recv,4
118 R,7,CURRENT_icmp_sent,4
118 R,7,CURRENT_icmp_recv,7
77 R,7,CURRENT_icmp_sent,10
31 R,7,CURRENT_icmp_sent,6
77 R,7,CURRENT_icmp_recv,11
31 R,7,CURRENT_icmp_recv,6
113 R,7,CURRENT_icmp_sent,3
113 R,7,CURRENT_icmp_recv,4
24 R,7,CURRENT_icmp_sent,6
24 R,7,CURRENT_icmp_recv,8
53 R,7,CURRENT_icmp_sent,5
53 R,7,CURRENT_icmp_recv,6
45 R,7,CURRENT_icmp_sent,4
28 R,7,CURRENT_icmp_sent,5
45 R,7,CURRENT_icmp_recv,3
28 R,7,CURRENT_icmp_recv,4
58 R,7,CURRENT_icmp_sent,4
58 R,7,CURRENT_icmp_recv,2
11 R,7,CURRENT_icmp_sent,3
84 R,7,CURRENT_icmp_sent,7
11 R,7,CURRENT_icmp_recv,3
84 R,7,CURRENT_icmp_recv,8
44 R,7,CURRENT_icmp_sent,5
21 R,7,CURRENT_icmp_sent,3
6 R,7,CURRENT_icmp_sent,5
44 R,7,CURRENT_icmp_recv,3
21 R,7,CURRENT_icmp_recv,3
6 R,7,CURRENT_icmp_recv,12
107 R,7,CURRENT_icmp_sent,3
82 R,7,CURRENT_icmp_sent,3
107 R,7,CURRENT_icmp_recv,12
82 R,7,CURRENT_icmp_recv,7
114 R,7,CURRENT_icmp_sent,21
114 R,7,CURRENT_icmp_recv,28
92 R,7,CURRENT_icmp_sent,4
92 R,7,CURRENT_icmp_recv,13
89 R,7,CURRENT_icmp_sent,8
89 R,7,CURRENT_icmp_recv,7
104 R,7,CURRENT_icmp_sent,4
104 R,7,CURRENT_icmp_recv,5
40 R,7,CURRENT_icmp_sent,5
40 R,7,CURRENT_icmp_recv,7
99 R,7,CURRENT_icmp_sent,6
99 R,7,CURRENT_icmp_recv,4
19 R,7,CURRENT_icmp_sent,4
19 R,7,CURRENT_icmp_recv,10
94 R,7,CURRENT_icmp_sent,3
75 R,7,CURRENT_icmp_sent,11
94 R,7,CURRENT_icmp_recv,4
75 R,7,CURRENT_icmp_recv,8
85 R,7,CURRENT_icmp_sent,11
85 R,7,CURRENT_icmp_recv,12
109 R,7,CURRENT_icmp_sent,4
86 R,7,CURRENT_icmp_sent,3
109 R,7,CURRENT_icmp_recv,6
86 R,7,CURRENT_icmp_recv,10
15 R,7,CURRENT_icmp_sent,4
15 R,7,CURRENT_icmp_recv,4
38 R,7,CURRENT_icmp_sent,34
38 R,7,CURRENT_icmp_recv,61
61 R,7,CURRENT_icmp_sent,24
61 R,7,CURRENT_icmp_recv,28
23 R,7,CURRENT_icmp_sent,9
3 R,7,CURRENT_icmp_sent,26
23 R,7,CURRENT_icmp_recv,9
3 R,7,CURRENT_icmp_recv,30
116 R,7,CURRENT_icmp_sent,4
116 R,7,CURRENT_icmp_recv,5
25 R,7,CURRENT_icmp_sent,6
25 R,7,CURRENT_icmp_recv,9
102 R,7,CURRENT_icmp_sent,5
102 R,7,CURRENT_icmp_recv,2
122 R,7,CURRENT_icmp_sent,34
122 R,7,CURRENT_icmp_recv,28
59 R,7,CURRENT_icmp_sent,4
123 R,7,CURRENT_icmp_sent,3
59 R,7,CURRENT_icmp_recv,5
123 R,7,CURRENT_icmp_recv,10
34 R,7,CURRENT_icmp_sent,10
34 R,7,CURRENT_icmp_recv,9
93 R,7,CURRENT_icmp_sent,5
93 R,7,CURRENT_icmp_recv,7
78 R,8,CURRENT_icmp_sent,28
78 R,8,CURRENT_icmp_recv,62
71 R,8,CURRENT_icmp_sent,4
71 R,8,CURRENT_icmp_recv,3
36 R,8,CURRENT_icmp_sent,8
36 R,8,CURRENT_icmp_recv,21
41 R,8,CURRENT_icmp_sent,17
41 R,8,CURRENT_icmp_recv,27
26 R,8,CURRENT_icmp_sent,21
26 R,8,CURRENT_icmp_recv,44
72 R,8,CURRENT_icmp_sent,22
72 R,8,CURRENT_icmp_recv,36
87 R,8,CURRENT_icmp_sent,17
87 R,8,CURRENT_icmp_recv,37
10 R,8,CURRENT_icmp_sent,5
10 R,8,CURRENT_icmp_recv,7
69 R,8,CURRENT_icmp_sent,54
69 R,8,CURRENT_icmp_recv,75
110 R,8,CURRENT_icmp_sent,7
110 R,8,CURRENT_icmp_recv,31
62 R,8,CURRENT_icmp_sent,14
62 R,8,CURRENT_icmp_recv,33
50 R,8,CURRENT_icmp_sent,15
50 R,8,CURRENT_icmp_recv,34
96 R,8,CURRENT_icmp_sent,33
96 R,8,CURRENT_icmp_recv,64
81 R,8,CURRENT_icmp_sent,42
81 R,8,CURRENT_icmp_recv,81
117 R,8,CURRENT_icmp_sent,4
117 R,8,CURRENT_icmp_recv,21
52 R,8,CURRENT_icmp_sent,11
52 R,8,CURRENT_icmp_recv,15
100 R,8,CURRENT_icmp_sent,10
100 R,8,CURRENT_icmp_recv,4
30 R,8,CURRENT_icmp_sent,16
106 R,8,CURRENT_icmp_sent,3
30 R,8,CURRENT_icmp_recv,32
108 R,8,CURRENT_icmp_sent,5
57 R,8,CURRENT_icmp_sent,29
106 R,8,CURRENT_icmp_recv,9
108 R,8,CURRENT_icmp_recv,9
57 R,8,CURRENT_icmp_recv,58
97 R,8,CURRENT_icmp_sent,6
97 R,8,CURRENT_icmp_recv,6
105 R,8,CURRENT_icmp_sent,5
105 R,8,CURRENT_icmp_recv,8
13 R,8,CURRENT_icmp_sent,19
13 R,8,CURRENT_icmp_recv,47
91 R,8,CURRENT_icmp_sent,4
91 R,8,CURRENT_icmp_recv,8
33 R,8,CURRENT_icmp_sent,23
33 R,8,CURRENT_icmp_recv,49
37 R,8,CURRENT_icmp_sent,21
37 R,8,CURRENT_icmp_recv,30
56 R,8,CURRENT_icmp_sent,20
56 R,8,CURRENT_icmp_recv,32
47 R,8,CURRENT_icmp_sent,30
47 R,8,CURRENT_icmp_recv,48
46 R,8,CURRENT_icmp_sent,19
46 R,8,CURRENT_icmp_recv,33
90 R,8,CURRENT_icmp_sent,30
74 R,8,CURRENT_icmp_sent,33
90 R,8,CURRENT_icmp_recv,42
74 R,8,CURRENT_icmp_recv,76
32 R,8,CURRENT_icmp_sent,3
32 R,8,CURRENT_icmp_recv,11
2 R,8,CURRENT_icmp_sent,58
2 R,8,CURRENT_icmp_recv,83
83 R,8,CURRENT_icmp_sent,5
83 R,8,CURRENT_icmp_recv,11
8 R,8,CURRENT_icmp_sent,12
8 R,8,CURRENT_icmp_recv,30
79 R,8,CURRENT_icmp_sent,31
79 R,8,CURRENT_icmp_recv,54
112 R,8,CURRENT_icmp_sent,14
88 R,8,CURRENT_icmp_sent,14
112 R,8,CURRENT_icmp_recv,8
88 R,8,CURRENT_icmp_recv,19
67 R,8,CURRENT_icmp_sent,9
67 R,8,CURRENT_icmp_recv,11
111 R,8,CURRENT_icmp_sent,4
111 R,8,CURRENT_icmp_recv,15
70 R,8,CURRENT_icmp_sent,6
70 R,8,CURRENT_icmp_recv,42
119 R,8,CURRENT_icmp_sent,10
119 R,8,CURRENT_icmp_recv,22
98 R,8,CURRENT_icmp_sent,44
98 R,8,CURRENT_icmp_recv,97
20 R,8,CURRENT_icmp_sent,39
20 R,8,CURRENT_icmp_recv,68
65 R,8,CURRENT_icmp_sent,11
65 R,8,CURRENT_icmp_recv,29
4 R,8,CURRENT_icmp_sent,19
4 R,8,CURRENT_icmp_recv,43
35 R,8,CURRENT_icmp_sent,9
35 R,8,CURRENT_icmp_recv,31
29 R,8,CURRENT_icmp_sent,12
29 R,8,CURRENT_icmp_recv,31
68 R,8,CURRENT_icmp_sent,4
68 R,8,CURRENT_icmp_recv,18
66 R,8,CURRENT_icmp_sent,34
43 R,8,CURRENT_icmp_sent,32
66 R,8,CURRENT_icmp_recv,43
43 R,8,CURRENT_icmp_recv,89
9 R,8,CURRENT_icmp_sent,20
9 R,8,CURRENT_icmp_recv,62
42 R,8,CURRENT_icmp_sent,27
49 R,8,CURRENT_icmp_sent,16
55 R,8,CURRENT_icmp_sent,4
42 R,8,CURRENT_icmp_recv,31
49 R,8,CURRENT_icmp_recv,31
55 R,8,CURRENT_icmp_recv,14
103 R,8,CURRENT_icmp_sent,11
17 R,8,CURRENT_icmp_sent,4
103 R,8,CURRENT_icmp_recv,15
63 R,8,CURRENT_icmp_sent,15
16 R,8,CURRENT_icmp_sent,16
17 R,8,CURRENT_icmp_recv,10
63 R,8,CURRENT_icmp_recv,17
16 R,8,CURRENT_icmp_recv,42
48 R,8,CURRENT_icmp_sent,31
27 R,8,CURRENT_icmp_sent,4
48 R,8,CURRENT_icmp_recv,62
27 R,8,CURRENT_icmp_recv,14
80 R,8,CURRENT_icmp_sent,24
80 R,8,CURRENT_icmp_recv,45
39 R,8,CURRENT_icmp_sent,20
39 R,8,CURRENT_icmp_recv,40
64 R,8,CURRENT_icmp_sent,34
64 R,8,CURRENT_icmp_recv,55
18 R,8,CURRENT_icmp_sent,60
22 R,8,CURRENT_icmp_sent,49
18 R,8,CURRENT_icmp_recv,119
22 R,8,CURRENT_icmp_recv,64
60 R,8,CURRENT_icmp_sent,6
60 R,8,CURRENT_icmp_recv,15
54 R,8,CURRENT_icmp_sent,24
54 R,8,CURRENT_icmp_recv,44
101 R,8,CURRENT_icmp_sent,4
101 R,8,CURRENT_icmp_recv,8
121 R,8,CURRENT_icmp_sent,10
121 R,8,CURRENT_icmp_recv,21
76 R,8,CURRENT_icmp_sent,30
76 R,8,CURRENT_icmp_recv,54
120 R,8,CURRENT_icmp_sent,8
120 R,8,CURRENT_icmp_recv,34
12 R,8,CURRENT_icmp_sent,53
12 R,8,CURRENT_icmp_recv,69
115 R,8,CURRENT_icmp_sent,3
115 R,8,CURRENT_icmp_recv,2
73 R,8,CURRENT_icmp_sent,15
73 R,8,CURRENT_icmp_recv,10
14 R,8,CURRENT_icmp_sent,16
14 R,8,CURRENT_icmp_recv,47
51 R,8,CURRENT_icmp_sent,3
51 R,8,CURRENT_icmp_recv,15
118 R,8,CURRENT_icmp_sent,3
95 R,8,CURRENT_icmp_sent,34
118 R,8,CURRENT_icmp_recv,5
95 R,8,CURRENT_icmp_recv,79
77 R,8,CURRENT_icmp_sent,19
77 R,8,CURRENT_icmp_recv,38
113 R,8,CURRENT_icmp_sent,4
31 R,8,CURRENT_icmp_sent,13
113 R,8,CURRENT_icmp_recv,7
31 R,8,CURRENT_icmp_recv,16
24 R,8,CURRENT_icmp_sent,6
24 R,8,CURRENT_icmp_recv,11
53 R,8,CURRENT_icmp_sent,11
45 R,8,CURRENT_icmp_sent,21
53 R,8,CURRENT_icmp_recv,22
45 R,8,CURRENT_icmp_recv,20
58 R,8,CURRENT_icmp_sent,3
28 R,8,CURRENT_icmp_sent,10
58 R,8,CURRENT_icmp_recv,8
28 R,8,CURRENT_icmp_recv,16
84 R,8,CURRENT_icmp_sent,20
84 R,8,CURRENT_icmp_recv,45
11 R,8,CURRENT_icmp_sent,25
11 R,8,CURRENT_icmp_recv,29
44 R,8,CURRENT_icmp_sent,19
44 R,8,CURRENT_icmp_recv,28
6 R,8,CURRENT_icmp_sent,12
21 R,8,CURRENT_icmp_sent,63
6 R,8,CURRENT_icmp_recv,36
21 R,8,CURRENT_icmp_recv,89
114 R,8,CURRENT_icmp_sent,64
107 R,8,CURRENT_icmp_sent,10
114 R,8,CURRENT_icmp_recv,95
107 R,8,CURRENT_icmp_recv,55
82 R,8,CURRENT_icmp_sent,24
82 R,8,CURRENT_icmp_recv,37
92 R,8,CURRENT_icmp_sent,23
92 R,8,CURRENT_icmp_recv,79
40 R,8,CURRENT_icmp_sent,11
104 R,8,CURRENT_icmp_sent,9
40 R,8,CURRENT_icmp_recv,24
104 R,8,CURRENT_icmp_recv,2
89 R,8,CURRENT_icmp_sent,36
89 R,8,CURRENT_icmp_recv,59
99 R,8,CURRENT_icmp_sent,5
99 R,8,CURRENT_icmp_recv,3
19 R,8,CURRENT_icmp_sent,3
19 R,8,CURRENT_icmp_recv,16
94 R,8,CURRENT_icmp_sent,17
75 R,8,CURRENT_icmp_sent,9
94 R,8,CURRENT_icmp_recv,44
75 R,8,CURRENT_icmp_recv,8
85 R,8,CURRENT_icmp_sent,31
85 R,8,CURRENT_icmp_recv,79
109 R,8,CURRENT_icmp_sent,3
109 R,8,CURRENT_icmp_recv,2
86 R,8,CURRENT_icmp_sent,6
86 R,8,CURRENT_icmp_recv,24
15 R,8,CURRENT_icmp_sent,19
15 R,8,CURRENT_icmp_recv,41
38 R,8,CURRENT_icmp_sent,84
38 R,8,CURRENT_icmp_recv,194
61 R,8,CURRENT_icmp_sent,56
61 R,8,CURRENT_icmp_recv,85
23 R,8,CURRENT_icmp_sent,12
116 R,8,CURRENT_icmp_sent,20
23 R,8,CURRENT_icmp_recv,16
116 R,8,CURRENT_icmp_recv,27
3 R,8,CURRENT_icmp_sent,67
3 R,8,CURRENT_icmp_recv,117
25 R,8,CURRENT_icmp_sent,31
102 R,8,CURRENT_icmp_sent,14
25 R,8,CURRENT_icmp_recv,54
102 R,8,CURRENT_icmp_recv,16
59 R,8,CURRENT_icmp_sent,11
123 R,8,CURRENT_icmp_sent,6
122 R,8,CURRENT_icmp_sent,71
59 R,8,CURRENT_icmp_recv,46
34 R,8,CURRENT_icmp_sent,22
123 R,8,CURRENT_icmp_recv,9
122 R,8,CURRENT_icmp_recv,92
34 R,8,CURRENT_icmp_recv,56
93 R,8,CURRENT_icmp_sent,19
93 R,8,CURRENT_icmp_recv,27
78 R,9,CURRENT_icmp_sent,41
78 R,9,CURRENT_icmp_recv,69
71 R,9,CURRENT_icmp_sent,7
71 R,9,CURRENT_icmp_recv,33
41 R,9,CURRENT_icmp_sent,16
36 R,9,CURRENT_icmp_sent,20
41 R,9,CURRENT_icmp_recv,39
36 R,9,CURRENT_icmp_recv,14
26 R,9,CURRENT_icmp_sent,20
26 R,9,CURRENT_icmp_recv,62
72 R,9,CURRENT_icmp_sent,17
72 R,9,CURRENT_icmp_recv,22
87 R,9,CURRENT_icmp_sent,23
87 R,9,CURRENT_icmp_recv,38
10 R,9,CURRENT_icmp_sent,12
10 R,9,CURRENT_icmp_recv,28
69 R,9,CURRENT_icmp_sent,28
69 R,9,CURRENT_icmp_recv,41
110 R,9,CURRENT_icmp_sent,7
110 R,9,CURRENT_icmp_recv,42
50 R,9,CURRENT_icmp_sent,35
62 R,9,CURRENT_icmp_sent,8
50 R,9,CURRENT_icmp_recv,69
62 R,9,CURRENT_icmp_recv,28
81 R,9,CURRENT_icmp_sent,40
81 R,9,CURRENT_icmp_recv,83
96 R,9,CURRENT_icmp_sent,99
96 R,9,CURRENT_icmp_recv,188
117 R,9,CURRENT_icmp_sent,4
52 R,9,CURRENT_icmp_sent,5
117 R,9,CURRENT_icmp_recv,15
52 R,9,CURRENT_icmp_recv,25
100 R,9,CURRENT_icmp_sent,6
100 R,9,CURRENT_icmp_recv,14
30 R,9,CURRENT_icmp_sent,27
106 R,9,CURRENT_icmp_sent,13
30 R,9,CURRENT_icmp_recv,34
57 R,9,CURRENT_icmp_sent,29
108 R,9,CURRENT_icmp_sent,19
106 R,9,CURRENT_icmp_recv,53
57 R,9,CURRENT_icmp_recv,68
108 R,9,CURRENT_icmp_recv,31
97 R,9,CURRENT_icmp_sent,25
97 R,9,CURRENT_icmp_recv,39
105 R,9,CURRENT_icmp_sent,11
105 R,9,CURRENT_icmp_recv,9
91 R,9,CURRENT_icmp_sent,4
91 R,9,CURRENT_icmp_recv,19
13 R,9,CURRENT_icmp_sent,42
13 R,9,CURRENT_icmp_recv,92
33 R,9,CURRENT_icmp_sent,38
33 R,9,CURRENT_icmp_recv,69
56 R,9,CURRENT_icmp_sent,9
37 R,9,CURRENT_icmp_sent,10
56 R,9,CURRENT_icmp_recv,23
37 R,9,CURRENT_icmp_recv,14
47 R,9,CURRENT_icmp_sent,39
90 R,9,CURRENT_icmp_sent,51
46 R,9,CURRENT_icmp_sent,17
47 R,9,CURRENT_icmp_recv,70
90 R,9,CURRENT_icmp_recv,80
46 R,9,CURRENT_icmp_recv,33
74 R,9,CURRENT_icmp_sent,36
74 R,9,CURRENT_icmp_recv,71
2 R,9,CURRENT_icmp_sent,26
2 R,9,CURRENT_icmp_recv,31
32 R,9,CURRENT_icmp_sent,13
32 R,9,CURRENT_icmp_recv,19
8 R,9,CURRENT_icmp_sent,7
83 R,9,CURRENT_icmp_sent,23
8 R,9,CURRENT_icmp_recv,25
