NODE,TIME,DATA TYPE,VALUES
"9	R",32,TOTAL_icmp_recv,187
"12	R",32,TOTAL_icmp_sent,127
"12	R",32,TOTAL_icmp_recv,244
"11	R",32,TOTAL_icmp_sent,129
"11	R",32,TOTAL_icmp_recv,108
"6	R",32,TOTAL_icmp_sent,231
"6	R",32,TOTAL_icmp_recv,174
"3	R",32,TOTAL_icmp_sent,205
"3	R",32,TOTAL_icmp_recv,175
"10	R",33,TOTAL_icmp_sent,248
"10	R",33,TOTAL_icmp_recv,211
"13	R",33,TOTAL_icmp_sent,288
"13	R",33,TOTAL_icmp_recv,220
"2	R",33,TOTAL_icmp_sent,139
"2	R",33,TOTAL_icmp_recv,117
"8	R",33,TOTAL_icmp_sent,131
"8	R",33,TOTAL_icmp_recv,196
"4	R",33,TOTAL_icmp_sent,169
"4	R",33,TOTAL_icmp_recv,147
"9	R",33,TOTAL_icmp_sent,133
"9	R",33,TOTAL_icmp_recv,192
"12	R",33,TOTAL_icmp_sent,130
"12	R",33,TOTAL_icmp_recv,249
"11	R",33,TOTAL_icmp_sent,132
"11	R",33,TOTAL_icmp_recv,109
"6	R",33,TOTAL_icmp_sent,237
"6	R",33,TOTAL_icmp_recv,177
"3	R",33,TOTAL_icmp_sent,210
"3	R",33,TOTAL_icmp_recv,178
"10	R",34,TOTAL_icmp_sent,254
"10	R",34,TOTAL_icmp_recv,216
"13	R",34,TOTAL_icmp_sent,295
"13	R",34,TOTAL_icmp_recv,226
"2	R",34,TOTAL_icmp_sent,142
"2	R",34,TOTAL_icmp_recv,120
"8	R",34,TOTAL_icmp_sent,135
"8	R",34,TOTAL_icmp_recv,200
"4	R",34,TOTAL_icmp_sent,173
"4	R",34,TOTAL_icmp_recv,152
"9	R",34,TOTAL_icmp_sent,138
"9	R",34,TOTAL_icmp_recv,195
"12	R",34,TOTAL_icmp_sent,134
"12	R",34,TOTAL_icmp_recv,254
"11	R",34,TOTAL_icmp_sent,135
"11	R",34,TOTAL_icmp_recv,113
"6	R",34,TOTAL_icmp_sent,243
"6	R",34,TOTAL_icmp_recv,183
"3	R",34,TOTAL_icmp_sent,216
"3	R",34,TOTAL_icmp_recv,183
"10	R",35,TOTAL_icmp_sent,261
"10	R",35,TOTAL_icmp_recv,221
"13	R",35,TOTAL_icmp_sent,303
"13	R",35,TOTAL_icmp_recv,232
"2	R",35,TOTAL_icmp_sent,147
"2	R",35,TOTAL_icmp_recv,124
"8	R",35,TOTAL_icmp_sent,139
"8	R",35,TOTAL_icmp_recv,207
"4	R",35,TOTAL_icmp_sent,178
"4	R",35,TOTAL_icmp_recv,156
"9	R",35,TOTAL_icmp_sent,140
"9	R",35,TOTAL_icmp_recv,204
"12	R",35,TOTAL_icmp_sent,139
"12	R",35,TOTAL_icmp_recv,263
"11	R",35,TOTAL_icmp_sent,139
"11	R",35,TOTAL_icmp_recv,117
"6	R",35,TOTAL_icmp_sent,252
"6	R",35,TOTAL_icmp_recv,189
"3	R",35,TOTAL_icmp_sent,224
"3	R",35,TOTAL_icmp_recv,189
"10	R",36,TOTAL_icmp_sent,269
"10	R",36,TOTAL_icmp_recv,228
"13	R",36,TOTAL_icmp_sent,311
"13	R",36,TOTAL_icmp_recv,238
"2	R",36,TOTAL_icmp_sent,150
"2	R",36,TOTAL_icmp_recv,128
"8	R",36,TOTAL_icmp_sent,142
"8	R",36,TOTAL_icmp_recv,211
"4	R",36,TOTAL_icmp_sent,183
"4	R",36,TOTAL_icmp_recv,159
"9	R",36,TOTAL_icmp_sent,145
"9	R",36,TOTAL_icmp_recv,207
"12	R",36,TOTAL_icmp_sent,143
"12	R",36,TOTAL_icmp_recv,269
"11	R",36,TOTAL_icmp_sent,145
"11	R",36,TOTAL_icmp_recv,120
"6	R",36,TOTAL_icmp_sent,259
"6	R",36,TOTAL_icmp_recv,191
"3	R",36,TOTAL_icmp_sent,228
"3	R",36,TOTAL_icmp_recv,194
