NODE,TIME,DATA TYPE,VALUES
90 R,1,TOTAL_icmp_recv,43
37 R,1,TOTAL_icmp_recv,49
56 R,1,TOTAL_icmp_recv,40
46 R,1,TOTAL_icmp_sent,33
46 R,1,TOTAL_icmp_recv,67
47 R,1,TOTAL_icmp_sent,28
47 R,1,TOTAL_icmp_recv,73
2 R,1,TOTAL_icmp_sent,51
2 R,1,TOTAL_icmp_recv,81
74 R,1,TOTAL_icmp_sent,27
74 R,1,TOTAL_icmp_recv,64
32 R,1,TOTAL_icmp_sent,12
32 R,1,TOTAL_icmp_recv,26
8 R,1,TOTAL_icmp_sent,15
83 R,1,TOTAL_icmp_sent,16
8 R,1,TOTAL_icmp_recv,33
83 R,1,TOTAL_icmp_recv,43
79 R,1,TOTAL_icmp_sent,25
79 R,1,TOTAL_icmp_recv,51
112 R,1,TOTAL_icmp_sent,14
88 R,1,TOTAL_icmp_sent,15
112 R,1,TOTAL_icmp_recv,43
88 R,1,TOTAL_icmp_recv,31
67 R,1,TOTAL_icmp_sent,14
67 R,1,TOTAL_icmp_recv,45
111 R,1,TOTAL_icmp_sent,18
111 R,1,TOTAL_icmp_recv,30
70 R,1,TOTAL_icmp_sent,16
70 R,1,TOTAL_icmp_recv,40
119 R,1,TOTAL_icmp_sent,16
119 R,1,TOTAL_icmp_recv,25
98 R,1,TOTAL_icmp_sent,20
98 R,1,TOTAL_icmp_recv,70
20 R,1,TOTAL_icmp_sent,14
65 R,1,TOTAL_icmp_sent,13
20 R,1,TOTAL_icmp_recv,48
65 R,1,TOTAL_icmp_recv,27
4 R,1,TOTAL_icmp_sent,24
4 R,1,TOTAL_icmp_recv,61
35 R,1,TOTAL_icmp_sent,15
35 R,1,TOTAL_icmp_recv,43
29 R,1,TOTAL_icmp_sent,52
29 R,1,TOTAL_icmp_recv,71
68 R,1,TOTAL_icmp_sent,17
68 R,1,TOTAL_icmp_recv,45
66 R,1,TOTAL_icmp_sent,59
66 R,1,TOTAL_icmp_recv,76
43 R,1,TOTAL_icmp_sent,40
43 R,1,TOTAL_icmp_recv,89
9 R,1,TOTAL_icmp_sent,20
9 R,1,TOTAL_icmp_recv,55
42 R,1,TOTAL_icmp_sent,18
49 R,1,TOTAL_icmp_sent,21
42 R,1,TOTAL_icmp_recv,41
55 R,1,TOTAL_icmp_sent,17
49 R,1,TOTAL_icmp_recv,46
55 R,1,TOTAL_icmp_recv,26
16 R,1,TOTAL_icmp_sent,15
16 R,1,TOTAL_icmp_recv,36
63 R,1,TOTAL_icmp_sent,24
63 R,1,TOTAL_icmp_recv,51
103 R,1,TOTAL_icmp_sent,17
103 R,1,TOTAL_icmp_recv,35
17 R,1,TOTAL_icmp_sent,18
17 R,1,TOTAL_icmp_recv,21
48 R,1,TOTAL_icmp_sent,24
27 R,1,TOTAL_icmp_sent,15
48 R,1,TOTAL_icmp_recv,48
27 R,1,TOTAL_icmp_recv,41
80 R,1,TOTAL_icmp_sent,31
22 R,1,TOTAL_icmp_sent,20
80 R,1,TOTAL_icmp_recv,44
39 R,1,TOTAL_icmp_sent,23
18 R,1,TOTAL_icmp_sent,17
22 R,1,TOTAL_icmp_recv,57
39 R,1,TOTAL_icmp_recv,37
18 R,1,TOTAL_icmp_recv,55
64 R,1,TOTAL_icmp_sent,53
64 R,1,TOTAL_icmp_recv,69
60 R,1,TOTAL_icmp_sent,17
60 R,1,TOTAL_icmp_recv,56
54 R,1,TOTAL_icmp_sent,29
54 R,1,TOTAL_icmp_recv,46
101 R,1,TOTAL_icmp_sent,14
101 R,1,TOTAL_icmp_recv,34
121 R,1,TOTAL_icmp_sent,16
121 R,1,TOTAL_icmp_recv,33
76 R,1,TOTAL_icmp_sent,46
76 R,1,TOTAL_icmp_recv,87
12 R,1,TOTAL_icmp_sent,17
12 R,1,TOTAL_icmp_recv,43
120 R,1,TOTAL_icmp_sent,13
120 R,1,TOTAL_icmp_recv,38
73 R,1,TOTAL_icmp_sent,19
73 R,1,TOTAL_icmp_recv,56
115 R,1,TOTAL_icmp_sent,13
115 R,1,TOTAL_icmp_recv,25
14 R,1,TOTAL_icmp_sent,23
14 R,1,TOTAL_icmp_recv,61
95 R,1,TOTAL_icmp_sent,61
95 R,1,TOTAL_icmp_recv,108
51 R,1,TOTAL_icmp_sent,23
51 R,1,TOTAL_icmp_recv,22
118 R,1,TOTAL_icmp_sent,17
118 R,1,TOTAL_icmp_recv,30
77 R,1,TOTAL_icmp_sent,45
31 R,1,TOTAL_icmp_sent,13
77 R,1,TOTAL_icmp_recv,79
31 R,1,TOTAL_icmp_recv,33
113 R,1,TOTAL_icmp_sent,18
113 R,1,TOTAL_icmp_recv,45
24 R,1,TOTAL_icmp_sent,16
24 R,1,TOTAL_icmp_recv,42
53 R,1,TOTAL_icmp_sent,17
53 R,1,TOTAL_icmp_recv,28
45 R,1,TOTAL_icmp_sent,12
45 R,1,TOTAL_icmp_recv,26
28 R,1,TOTAL_icmp_sent,16
28 R,1,TOTAL_icmp_recv,45
58 R,1,TOTAL_icmp_sent,14
58 R,1,TOTAL_icmp_recv,16
84 R,1,TOTAL_icmp_sent,26
11 R,1,TOTAL_icmp_sent,44
84 R,1,TOTAL_icmp_recv,56
11 R,1,TOTAL_icmp_recv,70
44 R,1,TOTAL_icmp_sent,15
44 R,1,TOTAL_icmp_recv,36
21 R,1,TOTAL_icmp_sent,71
21 R,1,TOTAL_icmp_recv,96
6 R,1,TOTAL_icmp_sent,22
6 R,1,TOTAL_icmp_recv,67
107 R,1,TOTAL_icmp_sent,15
114 R,1,TOTAL_icmp_sent,99
107 R,1,TOTAL_icmp_recv,45
114 R,1,TOTAL_icmp_recv,131
82 R,1,TOTAL_icmp_sent,15
82 R,1,TOTAL_icmp_recv,42
92 R,1,TOTAL_icmp_sent,39
89 R,1,TOTAL_icmp_sent,27
92 R,1,TOTAL_icmp_recv,82
89 R,1,TOTAL_icmp_recv,52
104 R,1,TOTAL_icmp_sent,15
104 R,1,TOTAL_icmp_recv,21
40 R,1,TOTAL_icmp_sent,23
40 R,1,TOTAL_icmp_recv,56
99 R,1,TOTAL_icmp_sent,15
99 R,1,TOTAL_icmp_recv,31
19 R,1,TOTAL_icmp_sent,33
19 R,1,TOTAL_icmp_recv,78
94 R,1,TOTAL_icmp_sent,15
75 R,1,TOTAL_icmp_sent,23
94 R,1,TOTAL_icmp_recv,28
75 R,1,TOTAL_icmp_recv,58
85 R,1,TOTAL_icmp_sent,44
85 R,1,TOTAL_icmp_recv,89
109 R,1,TOTAL_icmp_sent,18
109 R,1,TOTAL_icmp_recv,22
86 R,1,TOTAL_icmp_sent,19
86 R,1,TOTAL_icmp_recv,56
15 R,1,TOTAL_icmp_sent,13
15 R,1,TOTAL_icmp_recv,27
38 R,1,TOTAL_icmp_sent,95
38 R,1,TOTAL_icmp_recv,154
61 R,1,TOTAL_icmp_sent,22
61 R,1,TOTAL_icmp_recv,58
3 R,1,TOTAL_icmp_sent,44
3 R,1,TOTAL_icmp_recv,87
116 R,1,TOTAL_icmp_sent,15
116 R,1,TOTAL_icmp_recv,25
23 R,1,TOTAL_icmp_sent,57
23 R,1,TOTAL_icmp_recv,88
25 R,1,TOTAL_icmp_sent,24
25 R,1,TOTAL_icmp_recv,60
102 R,1,TOTAL_icmp_sent,16
122 R,1,TOTAL_icmp_sent,112
102 R,1,TOTAL_icmp_recv,15
122 R,1,TOTAL_icmp_recv,150
123 R,1,TOTAL_icmp_sent,21
123 R,1,TOTAL_icmp_recv,59
59 R,1,TOTAL_icmp_sent,22
59 R,1,TOTAL_icmp_recv,27
93 R,1,TOTAL_icmp_sent,17
93 R,1,TOTAL_icmp_recv,51
34 R,1,TOTAL_icmp_sent,74
34 R,1,TOTAL_icmp_recv,95
78 R,2,TOTAL_icmp_sent,57
78 R,2,TOTAL_icmp_recv,103
71 R,2,TOTAL_icmp_sent,26
71 R,2,TOTAL_icmp_recv,42
41 R,2,TOTAL_icmp_sent,35
36 R,2,TOTAL_icmp_sent,31
41 R,2,TOTAL_icmp_recv,101
36 R,2,TOTAL_icmp_recv,63
26 R,2,TOTAL_icmp_sent,34
26 R,2,TOTAL_icmp_recv,71
72 R,2,TOTAL_icmp_sent,22
72 R,2,TOTAL_icmp_recv,79
87 R,2,TOTAL_icmp_sent,22
87 R,2,TOTAL_icmp_recv,47
10 R,2,TOTAL_icmp_sent,22
10 R,2,TOTAL_icmp_recv,56
69 R,2,TOTAL_icmp_sent,43
69 R,2,TOTAL_icmp_recv,89
50 R,2,TOTAL_icmp_sent,32
50 R,2,TOTAL_icmp_recv,107
110 R,2,TOTAL_icmp_sent,26
81 R,2,TOTAL_icmp_sent,48
110 R,2,TOTAL_icmp_recv,71
81 R,2,TOTAL_icmp_recv,143
62 R,2,TOTAL_icmp_sent,39
62 R,2,TOTAL_icmp_recv,88
96 R,2,TOTAL_icmp_sent,62
96 R,2,TOTAL_icmp_recv,138
117 R,2,TOTAL_icmp_sent,21
117 R,2,TOTAL_icmp_recv,50
100 R,2,TOTAL_icmp_sent,22
52 R,2,TOTAL_icmp_sent,28
100 R,2,TOTAL_icmp_recv,41
52 R,2,TOTAL_icmp_recv,37
57 R,2,TOTAL_icmp_sent,49
57 R,2,TOTAL_icmp_recv,98
30 R,2,TOTAL_icmp_sent,40
30 R,2,TOTAL_icmp_recv,89
108 R,2,TOTAL_icmp_sent,21
108 R,2,TOTAL_icmp_recv,74
106 R,2,TOTAL_icmp_sent,37
106 R,2,TOTAL_icmp_recv,121
105 R,2,TOTAL_icmp_sent,25
97 R,2,TOTAL_icmp_sent,52
105 R,2,TOTAL_icmp_recv,33
97 R,2,TOTAL_icmp_recv,108
13 R,2,TOTAL_icmp_sent,46
13 R,2,TOTAL_icmp_recv,134
91 R,2,TOTAL_icmp_sent,17
91 R,2,TOTAL_icmp_recv,36
33 R,2,TOTAL_icmp_sent,47
33 R,2,TOTAL_icmp_recv,110
37 R,2,TOTAL_icmp_sent,60
37 R,2,TOTAL_icmp_recv,80
46 R,2,TOTAL_icmp_sent,43
47 R,2,TOTAL_icmp_sent,64
46 R,2,TOTAL_icmp_recv,79
90 R,2,TOTAL_icmp_sent,37
47 R,2,TOTAL_icmp_recv,129
56 R,2,TOTAL_icmp_sent,32
90 R,2,TOTAL_icmp_recv,81
56 R,2,TOTAL_icmp_recv,65
74 R,2,TOTAL_icmp_sent,76
74 R,2,TOTAL_icmp_recv,137
2 R,2,TOTAL_icmp_sent,104
2 R,2,TOTAL_icmp_recv,164
32 R,2,TOTAL_icmp_sent,17
32 R,2,TOTAL_icmp_recv,46
8 R,2,TOTAL_icmp_sent,20
83 R,2,TOTAL_icmp_sent,32
8 R,2,TOTAL_icmp_recv,43
83 R,2,TOTAL_icmp_recv,77
79 R,2,TOTAL_icmp_sent,71
79 R,2,TOTAL_icmp_recv,93
112 R,2,TOTAL_icmp_sent,31
88 R,2,TOTAL_icmp_sent,26
112 R,2,TOTAL_icmp_recv,56
88 R,2,TOTAL_icmp_recv,70
67 R,2,TOTAL_icmp_sent,32
67 R,2,TOTAL_icmp_recv,86
111 R,2,TOTAL_icmp_sent,22
111 R,2,TOTAL_icmp_recv,44
70 R,2,TOTAL_icmp_sent,20
70 R,2,TOTAL_icmp_recv,55
119 R,2,TOTAL_icmp_sent,27
119 R,2,TOTAL_icmp_recv,36
65 R,2,TOTAL_icmp_sent,20
20 R,2,TOTAL_icmp_sent,49
65 R,2,TOTAL_icmp_recv,53
20 R,2,TOTAL_icmp_recv,125
98 R,2,TOTAL_icmp_sent,53
98 R,2,TOTAL_icmp_recv,162
4 R,2,TOTAL_icmp_sent,61
4 R,2,TOTAL_icmp_recv,105
35 R,2,TOTAL_icmp_sent,23
35 R,2,TOTAL_icmp_recv,69
29 R,2,TOTAL_icmp_sent,73
68 R,2,TOTAL_icmp_sent,22
29 R,2,TOTAL_icmp_recv,84
68 R,2,TOTAL_icmp_recv,72
66 R,2,TOTAL_icmp_sent,95
66 R,2,TOTAL_icmp_recv,126
43 R,2,TOTAL_icmp_sent,104
43 R,2,TOTAL_icmp_recv,204
9 R,2,TOTAL_icmp_sent,44
9 R,2,TOTAL_icmp_recv,102
49 R,2,TOTAL_icmp_sent,46
42 R,2,TOTAL_icmp_sent,27
49 R,2,TOTAL_icmp_recv,72
42 R,2,TOTAL_icmp_recv,62
55 R,2,TOTAL_icmp_sent,22
55 R,2,TOTAL_icmp_recv,39
63 R,2,TOTAL_icmp_sent,29
63 R,2,TOTAL_icmp_recv,77
16 R,2,TOTAL_icmp_sent,43
16 R,2,TOTAL_icmp_recv,68
103 R,2,TOTAL_icmp_sent,24
103 R,2,TOTAL_icmp_recv,43
48 R,2,TOTAL_icmp_sent,100
17 R,2,TOTAL_icmp_sent,30
48 R,2,TOTAL_icmp_recv,157
17 R,2,TOTAL_icmp_recv,32
80 R,2,TOTAL_icmp_sent,59
27 R,2,TOTAL_icmp_sent,31
80 R,2,TOTAL_icmp_recv,68
27 R,2,TOTAL_icmp_recv,66
22 R,2,TOTAL_icmp_sent,49
39 R,2,TOTAL_icmp_sent,40
64 R,2,TOTAL_icmp_sent,89
22 R,2,TOTAL_icmp_recv,120
39 R,2,TOTAL_icmp_recv,55
18 R,2,TOTAL_icmp_sent,67
64 R,2,TOTAL_icmp_recv,120
18 R,2,TOTAL_icmp_recv,142
60 R,2,TOTAL_icmp_sent,29
60 R,2,TOTAL_icmp_recv,91
54 R,2,TOTAL_icmp_sent,50
54 R,2,TOTAL_icmp_recv,91
101 R,2,TOTAL_icmp_sent,19
101 R,2,TOTAL_icmp_recv,45
121 R,2,TOTAL_icmp_sent,22
121 R,2,TOTAL_icmp_recv,48
76 R,2,TOTAL_icmp_sent,83
76 R,2,TOTAL_icmp_recv,145
120 R,2,TOTAL_icmp_sent,30
12 R,2,TOTAL_icmp_sent,45
120 R,2,TOTAL_icmp_recv,71
12 R,2,TOTAL_icmp_recv,104
73 R,2,TOTAL_icmp_sent,41
73 R,2,TOTAL_icmp_recv,95
115 R,2,TOTAL_icmp_sent,18
115 R,2,TOTAL_icmp_recv,33
95 R,2,TOTAL_icmp_sent,87
95 R,2,TOTAL_icmp_recv,167
14 R,2,TOTAL_icmp_sent,55
14 R,2,TOTAL_icmp_recv,125
51 R,2,TOTAL_icmp_sent,29
51 R,2,TOTAL_icmp_recv,27
77 R,2,TOTAL_icmp_sent,56
77 R,2,TOTAL_icmp_recv,98
118 R,2,TOTAL_icmp_sent,39
31 R,2,TOTAL_icmp_sent,23
118 R,2,TOTAL_icmp_recv,60
31 R,2,TOTAL_icmp_recv,67
113 R,2,TOTAL_icmp_sent,42
113 R,2,TOTAL_icmp_recv,83
24 R,2,TOTAL_icmp_sent,31
24 R,2,TOTAL_icmp_recv,78
53 R,2,TOTAL_icmp_sent,27
28 R,2,TOTAL_icmp_sent,37
53 R,2,TOTAL_icmp_recv,38
28 R,2,TOTAL_icmp_recv,63
45 R,2,TOTAL_icmp_sent,35
58 R,2,TOTAL_icmp_sent,19
45 R,2,TOTAL_icmp_recv,66
58 R,2,TOTAL_icmp_recv,22
84 R,2,TOTAL_icmp_sent,43
84 R,2,TOTAL_icmp_recv,92
11 R,2,TOTAL_icmp_sent,57
11 R,2,TOTAL_icmp_recv,90
6 R,2,TOTAL_icmp_sent,48
6 R,2,TOTAL_icmp_recv,105
44 R,2,TOTAL_icmp_sent,25
44 R,2,TOTAL_icmp_recv,62
21 R,2,TOTAL_icmp_sent,127
21 R,2,TOTAL_icmp_recv,162
114 R,2,TOTAL_icmp_sent,194
107 R,2,TOTAL_icmp_sent,22
114 R,2,TOTAL_icmp_recv,269
107 R,2,TOTAL_icmp_recv,111
82 R,2,TOTAL_icmp_sent,33
82 R,2,TOTAL_icmp_recv,55
92 R,2,TOTAL_icmp_sent,97
92 R,2,TOTAL_icmp_recv,177
89 R,2,TOTAL_icmp_sent,46
89 R,2,TOTAL_icmp_recv,89
40 R,2,TOTAL_icmp_sent,49
104 R,2,TOTAL_icmp_sent,29
40 R,2,TOTAL_icmp_recv,105
104 R,2,TOTAL_icmp_recv,40
99 R,2,TOTAL_icmp_sent,31
99 R,2,TOTAL_icmp_recv,72
19 R,2,TOTAL_icmp_sent,304
19 R,2,TOTAL_icmp_recv,390
94 R,2,TOTAL_icmp_sent,23
94 R,2,TOTAL_icmp_recv,71
75 R,2,TOTAL_icmp_sent,297
75 R,2,TOTAL_icmp_recv,390
85 R,2,TOTAL_icmp_sent,76
85 R,2,TOTAL_icmp_recv,140
86 R,2,TOTAL_icmp_sent,27
86 R,2,TOTAL_icmp_recv,79
109 R,2,TOTAL_icmp_sent,36
15 R,2,TOTAL_icmp_sent,20
109 R,2,TOTAL_icmp_recv,48
38 R,2,TOTAL_icmp_sent,184
15 R,2,TOTAL_icmp_recv,77
38 R,2,TOTAL_icmp_recv,296
61 R,2,TOTAL_icmp_sent,64
61 R,2,TOTAL_icmp_recv,147
3 R,2,TOTAL_icmp_sent,80
3 R,2,TOTAL_icmp_recv,164
116 R,2,TOTAL_icmp_sent,25
116 R,2,TOTAL_icmp_recv,48
23 R,2,TOTAL_icmp_sent,349
23 R,2,TOTAL_icmp_recv,398
25 R,2,TOTAL_icmp_sent,42
25 R,2,TOTAL_icmp_recv,109
102 R,2,TOTAL_icmp_sent,21
122 R,2,TOTAL_icmp_sent,200
102 R,2,TOTAL_icmp_recv,21
122 R,2,TOTAL_icmp_recv,256
123 R,2,TOTAL_icmp_sent,47
123 R,2,TOTAL_icmp_recv,108
59 R,2,TOTAL_icmp_sent,33
59 R,2,TOTAL_icmp_recv,43
34 R,2,TOTAL_icmp_sent,109
34 R,2,TOTAL_icmp_recv,132
93 R,2,TOTAL_icmp_sent,34
93 R,2,TOTAL_icmp_recv,87
78 R,3,TOTAL_icmp_sent,71
78 R,3,TOTAL_icmp_recv,126
71 R,3,TOTAL_icmp_sent,31
71 R,3,TOTAL_icmp_recv,48
41 R,3,TOTAL_icmp_sent,41
36 R,3,TOTAL_icmp_sent,37
41 R,3,TOTAL_icmp_recv,116
36 R,3,TOTAL_icmp_recv,66
26 R,3,TOTAL_icmp_sent,42
26 R,3,TOTAL_icmp_recv,91
72 R,3,TOTAL_icmp_sent,27
72 R,3,TOTAL_icmp_recv,92
87 R,3,TOTAL_icmp_sent,27
87 R,3,TOTAL_icmp_recv,54
10 R,3,TOTAL_icmp_sent,25
10 R,3,TOTAL_icmp_recv,66
69 R,3,TOTAL_icmp_sent,71
69 R,3,TOTAL_icmp_recv,140
110 R,3,TOTAL_icmp_sent,33
110 R,3,TOTAL_icmp_recv,86
81 R,3,TOTAL_icmp_sent,70
81 R,3,TOTAL_icmp_recv,193
62 R,3,TOTAL_icmp_sent,47
50 R,3,TOTAL_icmp_sent,68
62 R,3,TOTAL_icmp_recv,101
50 R,3,TOTAL_icmp_recv,167
96 R,3,TOTAL_icmp_sent,101
96 R,3,TOTAL_icmp_recv,189
117 R,3,TOTAL_icmp_sent,24
52 R,3,TOTAL_icmp_sent,33
117 R,3,TOTAL_icmp_recv,59
52 R,3,TOTAL_icmp_recv,47
100 R,3,TOTAL_icmp_sent,26
100 R,3,TOTAL_icmp_recv,45
57 R,3,TOTAL_icmp_sent,93
30 R,3,TOTAL_icmp_sent,47
57 R,3,TOTAL_icmp_recv,167
106 R,3,TOTAL_icmp_sent,48
30 R,3,TOTAL_icmp_recv,104
108 R,3,TOTAL_icmp_sent,28
106 R,3,TOTAL_icmp_recv,152
108 R,3,TOTAL_icmp_recv,93
105 R,3,TOTAL_icmp_sent,29
97 R,3,TOTAL_icmp_sent,65
105 R,3,TOTAL_icmp_recv,37
97 R,3,TOTAL_icmp_recv,136
13 R,3,TOTAL_icmp_sent,82
91 R,3,TOTAL_icmp_sent,19
13 R,3,TOTAL_icmp_recv,207
91 R,3,TOTAL_icmp_recv,40
33 R,3,TOTAL_icmp_sent,57
33 R,3,TOTAL_icmp_recv,149
37 R,3,TOTAL_icmp_sent,68
37 R,3,TOTAL_icmp_recv,90
90 R,3,TOTAL_icmp_sent,69
56 R,3,TOTAL_icmp_sent,37
56 R,3,TOTAL_icmp_recv,72
90 R,3,TOTAL_icmp_recv,136
46 R,3,TOTAL_icmp_sent,51
47 R,3,TOTAL_icmp_sent,91
46 R,3,TOTAL_icmp_recv,89
47 R,3,TOTAL_icmp_recv,172
74 R,3,TOTAL_icmp_sent,93
74 R,3,TOTAL_icmp_recv,172
2 R,3,TOTAL_icmp_sent,142
2 R,3,TOTAL_icmp_recv,253
32 R,3,TOTAL_icmp_sent,23
32 R,3,TOTAL_icmp_recv,51
8 R,3,TOTAL_icmp_sent,22
83 R,3,TOTAL_icmp_sent,36
8 R,3,TOTAL_icmp_recv,45
83 R,3,TOTAL_icmp_recv,85
79 R,3,TOTAL_icmp_sent,81
79 R,3,TOTAL_icmp_recv,117
112 R,3,TOTAL_icmp_sent,35
88 R,3,TOTAL_icmp_sent,33
112 R,3,TOTAL_icmp_recv,61
88 R,3,TOTAL_icmp_recv,80
67 R,3,TOTAL_icmp_sent,48
67 R,3,TOTAL_icmp_recv,105
111 R,3,TOTAL_icmp_sent,32
111 R,3,TOTAL_icmp_recv,50
70 R,3,TOTAL_icmp_sent,24
70 R,3,TOTAL_icmp_recv,62
119 R,3,TOTAL_icmp_sent,32
119 R,3,TOTAL_icmp_recv,41
98 R,3,TOTAL_icmp_sent,100
98 R,3,TOTAL_icmp_recv,255
65 R,3,TOTAL_icmp_sent,25
65 R,3,TOTAL_icmp_recv,61
20 R,3,TOTAL_icmp_sent,89
20 R,3,TOTAL_icmp_recv,166
4 R,3,TOTAL_icmp_sent,70
4 R,3,TOTAL_icmp_recv,137
35 R,3,TOTAL_icmp_sent,32
35 R,3,TOTAL_icmp_recv,83
29 R,3,TOTAL_icmp_sent,87
29 R,3,TOTAL_icmp_recv,87
43 R,3,TOTAL_icmp_sent,158
68 R,3,TOTAL_icmp_sent,28
43 R,3,TOTAL_icmp_recv,286
68 R,3,TOTAL_icmp_recv,81
66 R,3,TOTAL_icmp_sent,117
66 R,3,TOTAL_icmp_recv,152
9 R,3,TOTAL_icmp_sent,55
9 R,3,TOTAL_icmp_recv,136
49 R,3,TOTAL_icmp_sent,54
42 R,3,TOTAL_icmp_sent,31
49 R,3,TOTAL_icmp_recv,80
42 R,3,TOTAL_icmp_recv,68
55 R,3,TOTAL_icmp_sent,27
55 R,3,TOTAL_icmp_recv,48
63 R,3,TOTAL_icmp_sent,43
63 R,3,TOTAL_icmp_recv,116
103 R,3,TOTAL_icmp_sent,29
103 R,3,TOTAL_icmp_recv,46
17 R,3,TOTAL_icmp_sent,33
16 R,3,TOTAL_icmp_sent,87
17 R,3,TOTAL_icmp_recv,35
16 R,3,TOTAL_icmp_recv,130
48 R,3,TOTAL_icmp_sent,163
27 R,3,TOTAL_icmp_sent,49
48 R,3,TOTAL_icmp_recv,231
27 R,3,TOTAL_icmp_recv,94
80 R,3,TOTAL_icmp_sent,70
80 R,3,TOTAL_icmp_recv,78
22 R,3,TOTAL_icmp_sent,66
39 R,3,TOTAL_icmp_sent,56
64 R,3,TOTAL_icmp_sent,112
22 R,3,TOTAL_icmp_recv,143
39 R,3,TOTAL_icmp_recv,69
18 R,3,TOTAL_icmp_sent,84
64 R,3,TOTAL_icmp_recv,143
18 R,3,TOTAL_icmp_recv,204
60 R,3,TOTAL_icmp_sent,37
60 R,3,TOTAL_icmp_recv,105
54 R,3,TOTAL_icmp_sent,66
54 R,3,TOTAL_icmp_recv,126
101 R,3,TOTAL_icmp_sent,24
101 R,3,TOTAL_icmp_recv,68
121 R,3,TOTAL_icmp_sent,27
121 R,3,TOTAL_icmp_recv,52
76 R,3,TOTAL_icmp_sent,97
76 R,3,TOTAL_icmp_recv,159
120 R,3,TOTAL_icmp_sent,36
12 R,3,TOTAL_icmp_sent,68
120 R,3,TOTAL_icmp_recv,83
12 R,3,TOTAL_icmp_recv,149
73 R,3,TOTAL_icmp_sent,52
73 R,3,TOTAL_icmp_recv,112
115 R,3,TOTAL_icmp_sent,22
115 R,3,TOTAL_icmp_recv,37
14 R,3,TOTAL_icmp_sent,64
14 R,3,TOTAL_icmp_recv,145
95 R,3,TOTAL_icmp_sent,118
95 R,3,TOTAL_icmp_recv,211
51 R,3,TOTAL_icmp_sent,32
51 R,3,TOTAL_icmp_recv,30
77 R,3,TOTAL_icmp_sent,66
118 R,3,TOTAL_icmp_sent,50
31 R,3,TOTAL_icmp_sent,40
77 R,3,TOTAL_icmp_recv,109
118 R,3,TOTAL_icmp_recv,77
31 R,3,TOTAL_icmp_recv,125
113 R,3,TOTAL_icmp_sent,50
113 R,3,TOTAL_icmp_recv,102
24 R,3,TOTAL_icmp_sent,35
24 R,3,TOTAL_icmp_recv,88
53 R,3,TOTAL_icmp_sent,35
53 R,3,TOTAL_icmp_recv,44
45 R,3,TOTAL_icmp_sent,39
28 R,3,TOTAL_icmp_sent,44
45 R,3,TOTAL_icmp_recv,75
28 R,3,TOTAL_icmp_recv,85
58 R,3,TOTAL_icmp_sent,24
58 R,3,TOTAL_icmp_recv,28
11 R,3,TOTAL_icmp_sent,102
11 R,3,TOTAL_icmp_recv,131
84 R,3,TOTAL_icmp_sent,51
84 R,3,TOTAL_icmp_recv,102
6 R,3,TOTAL_icmp_sent,56
6 R,3,TOTAL_icmp_recv,148
44 R,3,TOTAL_icmp_sent,31
44 R,3,TOTAL_icmp_recv,76
