NODE,TIME,DATA TYPE,VALUES
10,2,CURRENT_icmp_sent,8
10,2,CURRENT_icmp_recv,7
13,2,CURRENT_icmp_sent,9
13,2,CURRENT_icmp_recv,10
2,2,CURRENT_icmp_sent,4
2,2,CURRENT_icmp_recv,4
8,2,CURRENT_icmp_sent,4
8,2,CURRENT_icmp_recv,11
4,2,CURRENT_icmp_sent,5
4,2,CURRENT_icmp_recv,5
9,2,CURRENT_icmp_sent,4
9,2,CURRENT_icmp_recv,10
12,2,CURRENT_icmp_sent,4
12,2,CURRENT_icmp_recv,10
11,2,CURRENT_icmp_sent,4
11,2,CURRENT_icmp_recv,3
6,2,CURRENT_icmp_sent,9
6,2,CURRENT_icmp_recv,7
3,2,CURRENT_icmp_sent,9
3,2,CURRENT_icmp_recv,6
10,3,CURRENT_icmp_sent,8
10,3,CURRENT_icmp_recv,7
13,3,CURRENT_icmp_sent,8
13,3,CURRENT_icmp_recv,5
2,3,CURRENT_icmp_sent,4
2,3,CURRENT_icmp_recv,4
8,3,CURRENT_icmp_sent,3
8,3,CURRENT_icmp_recv,4
4,3,CURRENT_icmp_sent,5
4,3,CURRENT_icmp_recv,8
9,3,CURRENT_icmp_sent,4
9,3,CURRENT_icmp_recv,3
12,3,CURRENT_icmp_sent,5
12,3,CURRENT_icmp_recv,11
11,3,CURRENT_icmp_sent,3
11,3,CURRENT_icmp_recv,4
6,3,CURRENT_icmp_sent,5
6,3,CURRENT_icmp_recv,6
3,3,CURRENT_icmp_sent,6
3,3,CURRENT_icmp_recv,3
10,4,CURRENT_icmp_sent,7
10,4,CURRENT_icmp_recv,7
13,4,CURRENT_icmp_sent,10
13,4,CURRENT_icmp_recv,8
2,4,CURRENT_icmp_sent,6
2,4,CURRENT_icmp_recv,4
8,4,CURRENT_icmp_sent,5
8,4,CURRENT_icmp_recv,7
4,4,CURRENT_icmp_sent,5
4,4,CURRENT_icmp_recv,2
9,4,CURRENT_icmp_sent,3
9,4,CURRENT_icmp_recv,6
12,4,CURRENT_icmp_sent,3
12,4,CURRENT_icmp_recv,8
11,4,CURRENT_icmp_sent,5
11,4,CURRENT_icmp_recv,2
6,4,CURRENT_icmp_sent,7
6,4,CURRENT_icmp_recv,6
3,4,CURRENT_icmp_sent,4
3,4,CURRENT_icmp_recv,7
10,5,CURRENT_icmp_sent,6
10,5,CURRENT_icmp_recv,4
13,5,CURRENT_icmp_sent,6
13,5,CURRENT_icmp_recv,5
2,5,CURRENT_icmp_sent,4
2,5,CURRENT_icmp_recv,0
8,5,CURRENT_icmp_sent,3
8,5,CURRENT_icmp_recv,5
4,5,CURRENT_icmp_sent,4
4,5,CURRENT_icmp_recv,2
9,5,CURRENT_icmp_sent,4
9,5,CURRENT_icmp_recv,5
12,5,CURRENT_icmp_sent,4
12,5,CURRENT_icmp_recv,8
11,5,CURRENT_icmp_sent,3
11,5,CURRENT_icmp_recv,3
6,5,CURRENT_icmp_sent,7
6,5,CURRENT_icmp_recv,3
3,5,CURRENT_icmp_sent,6
3,5,CURRENT_icmp_recv,3
10,6,CURRENT_icmp_sent,8
10,6,CURRENT_icmp_recv,7
13,6,CURRENT_icmp_sent,10
13,6,CURRENT_icmp_recv,7
2,6,CURRENT_icmp_sent,5
2,6,CURRENT_icmp_recv,5
8,6,CURRENT_icmp_sent,6
8,6,CURRENT_icmp_recv,6
4,6,CURRENT_icmp_sent,8
4,6,CURRENT_icmp_recv,6
9,6,CURRENT_icmp_sent,3
9,6,CURRENT_icmp_recv,6
