NODE,TIME,DATA TYPE,VALUES
"21	R",16,TOTAL_icmp_recv,186
"19	R",16,TOTAL_icmp_sent,71
"19	R",16,TOTAL_icmp_recv,130
"15	R",16,TOTAL_icmp_sent,85
"15	R",16,TOTAL_icmp_recv,125
"3	R",16,TOTAL_icmp_sent,134
"3	R",16,TOTAL_icmp_recv,137
"23	R",16,TOTAL_icmp_sent,74
"23	R",16,TOTAL_icmp_recv,63
"10	R",17,TOTAL_icmp_sent,160
"10	R",17,TOTAL_icmp_recv,234
"13	R",17,TOTAL_icmp_sent,71
"13	R",17,TOTAL_icmp_recv,222
"2	R",17,TOTAL_icmp_sent,77
"2	R",17,TOTAL_icmp_recv,87
"8	R",17,TOTAL_icmp_sent,69
"8	R",17,TOTAL_icmp_recv,219
"20	R",17,TOTAL_icmp_sent,107
"20	R",17,TOTAL_icmp_recv,182
"4	R",17,TOTAL_icmp_sent,79
"4	R",17,TOTAL_icmp_recv,115
"9	R",17,TOTAL_icmp_sent,77
"9	R",17,TOTAL_icmp_recv,150
"16	R",17,TOTAL_icmp_sent,81
"16	R",17,TOTAL_icmp_recv,174
"17	R",17,TOTAL_icmp_sent,76
"17	R",17,TOTAL_icmp_recv,196
"22	R",17,TOTAL_icmp_sent,77
"18	R",17,TOTAL_icmp_sent,75
"22	R",17,TOTAL_icmp_recv,86
"18	R",17,TOTAL_icmp_recv,94
"12	R",17,TOTAL_icmp_sent,88
"12	R",17,TOTAL_icmp_recv,181
"14	R",17,TOTAL_icmp_sent,226
"14	R",17,TOTAL_icmp_recv,395
"11	R",17,TOTAL_icmp_sent,75
"11	R",17,TOTAL_icmp_recv,56
"6	R",17,TOTAL_icmp_sent,117
"6	R",17,TOTAL_icmp_recv,138
"21	R",17,TOTAL_icmp_sent,135
"21	R",17,TOTAL_icmp_recv,192
"19	R",17,TOTAL_icmp_sent,75
"19	R",17,TOTAL_icmp_recv,135
"15	R",17,TOTAL_icmp_sent,90
"15	R",17,TOTAL_icmp_recv,129
"3	R",17,TOTAL_icmp_sent,141
"3	R",17,TOTAL_icmp_recv,143
"23	R",17,TOTAL_icmp_sent,79
"23	R",17,TOTAL_icmp_recv,65
"10	R",18,TOTAL_icmp_sent,167
"10	R",18,TOTAL_icmp_recv,242
"13	R",18,TOTAL_icmp_sent,74
"13	R",18,TOTAL_icmp_recv,225
"2	R",18,TOTAL_icmp_sent,80
"2	R",18,TOTAL_icmp_recv,88
"8	R",18,TOTAL_icmp_sent,73
"8	R",18,TOTAL_icmp_recv,226
"20	R",18,TOTAL_icmp_sent,113
"20	R",18,TOTAL_icmp_recv,188
"4	R",18,TOTAL_icmp_sent,82
"4	R",18,TOTAL_icmp_recv,117
"9	R",18,TOTAL_icmp_sent,80
"9	R",18,TOTAL_icmp_recv,153
"16	R",18,TOTAL_icmp_sent,85
"16	R",18,TOTAL_icmp_recv,178
"17	R",18,TOTAL_icmp_sent,78
"17	R",18,TOTAL_icmp_recv,200
"22	R",18,TOTAL_icmp_sent,80
"18	R",18,TOTAL_icmp_sent,78
"22	R",18,TOTAL_icmp_recv,87
"18	R",18,TOTAL_icmp_recv,95
"12	R",18,TOTAL_icmp_sent,92
"12	R",18,TOTAL_icmp_recv,187
"14	R",18,TOTAL_icmp_sent,236
"14	R",18,TOTAL_icmp_recv,407
"11	R",18,TOTAL_icmp_sent,78
"11	R",18,TOTAL_icmp_recv,56
"6	R",18,TOTAL_icmp_sent,121
"6	R",18,TOTAL_icmp_recv,142
"21	R",18,TOTAL_icmp_sent,141
"21	R",18,TOTAL_icmp_recv,198
"19	R",18,TOTAL_icmp_sent,78
"19	R",18,TOTAL_icmp_recv,138
"15	R",18,TOTAL_icmp_sent,93
"15	R",18,TOTAL_icmp_recv,133
"3	R",18,TOTAL_icmp_sent,148
"3	R",18,TOTAL_icmp_recv,145
"23	R",18,TOTAL_icmp_sent,83
"23	R",18,TOTAL_icmp_recv,65
"10	R",19,TOTAL_icmp_sent,186
"10	R",19,TOTAL_icmp_recv,252
"13	R",19,TOTAL_icmp_sent,89
"13	R",19,TOTAL_icmp_recv,245
"2	R",19,TOTAL_icmp_sent,82
"2	R",19,TOTAL_icmp_recv,90
"8	R",19,TOTAL_icmp_sent,77
"8	R",19,TOTAL_icmp_recv,236
"20	R",19,TOTAL_icmp_sent,118
"20	R",19,TOTAL_icmp_recv,191
"4	R",19,TOTAL_icmp_sent,85
"4	R",19,TOTAL_icmp_recv,119
"9	R",19,TOTAL_icmp_sent,84
"9	R",19,TOTAL_icmp_recv,164
"16	R",19,TOTAL_icmp_sent,88
"16	R",19,TOTAL_icmp_recv,182
"17	R",19,TOTAL_icmp_sent,83
"17	R",19,TOTAL_icmp_recv,211
"22	R",19,TOTAL_icmp_sent,84
"18	R",19,TOTAL_icmp_sent,83
"22	R",19,TOTAL_icmp_recv,95
"18	R",19,TOTAL_icmp_recv,102
"12	R",19,TOTAL_icmp_sent,95
"12	R",19,TOTAL_icmp_recv,194
"14	R",19,TOTAL_icmp_sent,245
"14	R",19,TOTAL_icmp_recv,421
"11	R",19,TOTAL_icmp_sent,82
"11	R",19,TOTAL_icmp_recv,58
"6	R",19,TOTAL_icmp_sent,126
"6	R",19,TOTAL_icmp_recv,143
"21	R",19,TOTAL_icmp_sent,147
"21	R",19,TOTAL_icmp_recv,210
"19	R",19,TOTAL_icmp_sent,81
"19	R",19,TOTAL_icmp_recv,147
"15	R",19,TOTAL_icmp_sent,100
"15	R",19,TOTAL_icmp_recv,142
"3	R",19,TOTAL_icmp_sent,152
"3	R",19,TOTAL_icmp_recv,149
"23	R",19,TOTAL_icmp_sent,86
"23	R",19,TOTAL_icmp_recv,66
"10	R",20,TOTAL_icmp_sent,195
"10	R",20,TOTAL_icmp_recv,261
"13	R",20,TOTAL_icmp_sent,98
"13	R",20,TOTAL_icmp_recv,260
"2	R",20,TOTAL_icmp_sent,87
"2	R",20,TOTAL_icmp_recv,94
"8	R",20,TOTAL_icmp_sent,81
"8	R",20,TOTAL_icmp_recv,243
"20	R",20,TOTAL_icmp_sent,125
"20	R",20,TOTAL_icmp_recv,203
"4	R",20,TOTAL_icmp_sent,90
"4	R",20,TOTAL_icmp_recv,123
"9	R",20,TOTAL_icmp_sent,88
"9	R",20,TOTAL_icmp_recv,170
"16	R",20,TOTAL_icmp_sent,92
"16	R",20,TOTAL_icmp_recv,189
"17	R",20,TOTAL_icmp_sent,85
"17	R",20,TOTAL_icmp_recv,219
"22	R",20,TOTAL_icmp_sent,89
"18	R",20,TOTAL_icmp_sent,87
"22	R",20,TOTAL_icmp_recv,99
"18	R",20,TOTAL_icmp_recv,105
"12	R",20,TOTAL_icmp_sent,100
"12	R",20,TOTAL_icmp_recv,203
"14	R",20,TOTAL_icmp_sent,254
"14	R",20,TOTAL_icmp_recv,433
"11	R",20,TOTAL_icmp_sent,86
"11	R",20,TOTAL_icmp_recv,61
"6	R",20,TOTAL_icmp_sent,130
"6	R",20,TOTAL_icmp_recv,150
"21	R",20,TOTAL_icmp_sent,153
"21	R",20,TOTAL_icmp_recv,218
"19	R",20,TOTAL_icmp_sent,85
"19	R",20,TOTAL_icmp_recv,155
"15	R",20,TOTAL_icmp_sent,105
"15	R",20,TOTAL_icmp_recv,145
"3	R",20,TOTAL_icmp_sent,160
"3	R",20,TOTAL_icmp_recv,153
"23	R",20,TOTAL_icmp_sent,89
"23	R",20,TOTAL_icmp_recv,69
"10	R",21,TOTAL_icmp_sent,203
"10	R",21,TOTAL_icmp_recv,274
"13	R",21,TOTAL_icmp_sent,107
"13	R",21,TOTAL_icmp_recv,274
"2	R",21,TOTAL_icmp_sent,91
"2	R",21,TOTAL_icmp_recv,97
"8	R",21,TOTAL_icmp_sent,84
"8	R",21,TOTAL_icmp_recv,250
"20	R",21,TOTAL_icmp_sent,134
"20	R",21,TOTAL_icmp_recv,210
"4	R",21,TOTAL_icmp_sent,93
"4	R",21,TOTAL_icmp_recv,127
"9	R",21,TOTAL_icmp_sent,92
"9	R",21,TOTAL_icmp_recv,180
"16	R",21,TOTAL_icmp_sent,96
"16	R",21,TOTAL_icmp_recv,194
"17	R",21,TOTAL_icmp_sent,89
"17	R",21,TOTAL_icmp_recv,228
"22	R",21,TOTAL_icmp_sent,92
"22	R",21,TOTAL_icmp_recv,102
"18	R",21,TOTAL_icmp_sent,99
"18	R",21,TOTAL_icmp_recv,108
"12	R",21,TOTAL_icmp_sent,104
"12	R",21,TOTAL_icmp_recv,211
"14	R",21,TOTAL_icmp_sent,260
"14	R",21,TOTAL_icmp_recv,442
"11	R",21,TOTAL_icmp_sent,91
"11	R",21,TOTAL_icmp_recv,62
"6	R",21,TOTAL_icmp_sent,135
"6	R",21,TOTAL_icmp_recv,152
"21	R",21,TOTAL_icmp_sent,159
"21	R",21,TOTAL_icmp_recv,223
"19	R",21,TOTAL_icmp_sent,90
"19	R",21,TOTAL_icmp_recv,165
"15	R",21,TOTAL_icmp_sent,109
"15	R",21,TOTAL_icmp_recv,156
"3	R",21,TOTAL_icmp_sent,167
"3	R",21,TOTAL_icmp_recv,159
"23	R",21,TOTAL_icmp_sent,93
"23	R",21,TOTAL_icmp_recv,70
"10	R",22,TOTAL_icmp_sent,208
"10	R",22,TOTAL_icmp_recv,283
"13	R",22,TOTAL_icmp_sent,113
"13	R",22,TOTAL_icmp_recv,288
"2	R",22,TOTAL_icmp_sent,94
"2	R",22,TOTAL_icmp_recv,100
"8	R",22,TOTAL_icmp_sent,95
"8	R",22,TOTAL_icmp_recv,259
"20	R",22,TOTAL_icmp_sent,141
"20	R",22,TOTAL_icmp_recv,222
"4	R",22,TOTAL_icmp_sent,96
"4	R",22,TOTAL_icmp_recv,136
"9	R",22,TOTAL_icmp_sent,95
"9	R",22,TOTAL_icmp_recv,186
"16	R",22,TOTAL_icmp_sent,100
"17	R",22,TOTAL_icmp_sent,92
"16	R",22,TOTAL_icmp_recv,207
"17	R",22,TOTAL_icmp_recv,240
"22	R",22,TOTAL_icmp_sent,96
"18	R",22,TOTAL_icmp_sent,104
"22	R",22,TOTAL_icmp_recv,103
"18	R",22,TOTAL_icmp_recv,110
"12	R",22,TOTAL_icmp_sent,109
"12	R",22,TOTAL_icmp_recv,225
"14	R",22,TOTAL_icmp_sent,266
"14	R",22,TOTAL_icmp_recv,453
"11	R",22,TOTAL_icmp_sent,94
"11	R",22,TOTAL_icmp_recv,64
"6	R",22,TOTAL_icmp_sent,141
"6	R",22,TOTAL_icmp_recv,159
"21	R",22,TOTAL_icmp_sent,165
"21	R",22,TOTAL_icmp_recv,228
"19	R",22,TOTAL_icmp_sent,94
"19	R",22,TOTAL_icmp_recv,170
"15	R",22,TOTAL_icmp_sent,113
"15	R",22,TOTAL_icmp_recv,158
"3	R",22,TOTAL_icmp_sent,173
"3	R",22,TOTAL_icmp_recv,169
"23	R",22,TOTAL_icmp_sent,97
"23	R",22,TOTAL_icmp_recv,78
"10	R",23,TOTAL_icmp_sent,214
"10	R",23,TOTAL_icmp_recv,296
"13	R",23,TOTAL_icmp_sent,120
"13	R",23,TOTAL_icmp_recv,301
"2	R",23,TOTAL_icmp_sent,97
"2	R",23,TOTAL_icmp_recv,105
"8	R",23,TOTAL_icmp_sent,100
"8	R",23,TOTAL_icmp_recv,285
"20	R",23,TOTAL_icmp_sent,147
"20	R",23,TOTAL_icmp_recv,236
"4	R",23,TOTAL_icmp_sent,100
"4	R",23,TOTAL_icmp_recv,151
"9	R",23,TOTAL_icmp_sent,98
"9	R",23,TOTAL_icmp_recv,195
"16	R",23,TOTAL_icmp_sent,108
"16	R",23,TOTAL_icmp_recv,235
"17	R",23,TOTAL_icmp_sent,103
"17	R",23,TOTAL_icmp_recv,246
"22	R",23,TOTAL_icmp_sent,100
"18	R",23,TOTAL_icmp_sent,107
"22	R",23,TOTAL_icmp_recv,111
"18	R",23,TOTAL_icmp_recv,118
"12	R",23,TOTAL_icmp_sent,112
"12	R",23,TOTAL_icmp_recv,233
"14	R",23,TOTAL_icmp_sent,272
"14	R",23,TOTAL_icmp_recv,485
"11	R",23,TOTAL_icmp_sent,98
"11	R",23,TOTAL_icmp_recv,65
"6	R",23,TOTAL_icmp_sent,152
"6	R",23,TOTAL_icmp_recv,168
"21	R",23,TOTAL_icmp_sent,172
"21	R",23,TOTAL_icmp_recv,234
"19	R",23,TOTAL_icmp_sent,100
"19	R",23,TOTAL_icmp_recv,180
"15	R",23,TOTAL_icmp_sent,118
"15	R",23,TOTAL_icmp_recv,166
"3	R",23,TOTAL_icmp_sent,186
"3	R",23,TOTAL_icmp_recv,186
"23	R",23,TOTAL_icmp_sent,106
"23	R",23,TOTAL_icmp_recv,85
"10	R",24,TOTAL_icmp_sent,219
"10	R",24,TOTAL_icmp_recv,313
"13	R",24,TOTAL_icmp_sent,131
"13	R",24,TOTAL_icmp_recv,318
"2	R",24,TOTAL_icmp_sent,102
"2	R",24,TOTAL_icmp_recv,106
"8	R",24,TOTAL_icmp_sent,104
"8	R",24,TOTAL_icmp_recv,294
"20	R",24,TOTAL_icmp_sent,153
"20	R",24,TOTAL_icmp_recv,243
"4	R",24,TOTAL_icmp_sent,104
"4	R",24,TOTAL_icmp_recv,157
"9	R",24,TOTAL_icmp_sent,102
"9	R",24,TOTAL_icmp_recv,207
"17	R",24,TOTAL_icmp_sent,109
"16	R",24,TOTAL_icmp_sent,117
"17	R",24,TOTAL_icmp_recv,266
"16	R",24,TOTAL_icmp_recv,248
"22	R",24,TOTAL_icmp_sent,106
"22	R",24,TOTAL_icmp_recv,119
"18	R",24,TOTAL_icmp_sent,118
"18	R",24,TOTAL_icmp_recv,126
"12	R",24,TOTAL_icmp_sent,116
"12	R",24,TOTAL_icmp_recv,246
"14	R",24,TOTAL_icmp_sent,280
"14	R",24,TOTAL_icmp_recv,505
"11	R",24,TOTAL_icmp_sent,102
"11	R",24,TOTAL_icmp_recv,69
"6	R",24,TOTAL_icmp_sent,157
"6	R",24,TOTAL_icmp_recv,170
"21	R",24,TOTAL_icmp_sent,181
"21	R",24,TOTAL_icmp_recv,247
"19	R",24,TOTAL_icmp_sent,113
"19	R",24,TOTAL_icmp_recv,192
"15	R",24,TOTAL_icmp_sent,123
"15	R",24,TOTAL_icmp_recv,180
"3	R",24,TOTAL_icmp_sent,192
"23	R",24,TOTAL_icmp_sent,111
"3	R",24,TOTAL_icmp_recv,191
"23	R",24,TOTAL_icmp_recv,88
"10	R",25,TOTAL_icmp_sent,225
"10	R",25,TOTAL_icmp_recv,320
"13	R",25,TOTAL_icmp_sent,140
"13	R",25,TOTAL_icmp_recv,333
"2	R",25,TOTAL_icmp_sent,107
"2	R",25,TOTAL_icmp_recv,110
"8	R",25,TOTAL_icmp_sent,109
"8	R",25,TOTAL_icmp_recv,299
"20	R",25,TOTAL_icmp_sent,157
"20	R",25,TOTAL_icmp_recv,245
"4	R",25,TOTAL_icmp_sent,109
"4	R",25,TOTAL_icmp_recv,161
"9	R",25,TOTAL_icmp_sent,106
"9	R",25,TOTAL_icmp_recv,211
"16	R",25,TOTAL_icmp_sent,126
"17	R",25,TOTAL_icmp_sent,113
"16	R",25,TOTAL_icmp_recv,259
"17	R",25,TOTAL_icmp_recv,272
"22	R",25,TOTAL_icmp_sent,109
"18	R",25,TOTAL_icmp_sent,122
"22	R",25,TOTAL_icmp_recv,120
"18	R",25,TOTAL_icmp_recv,129
"12	R",25,TOTAL_icmp_sent,122
"12	R",25,TOTAL_icmp_recv,255
"14	R",25,TOTAL_icmp_sent,287
"14	R",25,TOTAL_icmp_recv,515
"11	R",25,TOTAL_icmp_sent,105
"11	R",25,TOTAL_icmp_recv,70
"6	R",25,TOTAL_icmp_sent,160
"6	R",25,TOTAL_icmp_recv,172
"21	R",25,TOTAL_icmp_sent,187
"21	R",25,TOTAL_icmp_recv,252
"19	R",25,TOTAL_icmp_sent,118
"19	R",25,TOTAL_icmp_recv,195
"15	R",25,TOTAL_icmp_sent,127
"15	R",25,TOTAL_icmp_recv,187
"3	R",25,TOTAL_icmp_sent,198
"3	R",25,TOTAL_icmp_recv,198
"23	R",25,TOTAL_icmp_sent,114
"23	R",25,TOTAL_icmp_recv,90
"10	R",26,TOTAL_icmp_sent,233
"10	R",26,TOTAL_icmp_recv,334
"13	R",26,TOTAL_icmp_sent,154
"13	R",26,TOTAL_icmp_recv,348
"2	R",26,TOTAL_icmp_sent,109
"2	R",26,TOTAL_icmp_recv,113
"8	R",26,TOTAL_icmp_sent,114
"8	R",26,TOTAL_icmp_recv,307
"20	R",26,TOTAL_icmp_sent,159
"20	R",26,TOTAL_icmp_recv,249
"4	R",26,TOTAL_icmp_sent,110
"4	R",26,TOTAL_icmp_recv,166
"9	R",26,TOTAL_icmp_sent,109
"9	R",26,TOTAL_icmp_recv,221
"16	R",26,TOTAL_icmp_sent,133
"17	R",26,TOTAL_icmp_sent,121
"16	R",26,TOTAL_icmp_recv,265
"17	R",26,TOTAL_icmp_recv,282
"22	R",26,TOTAL_icmp_sent,112
"22	R",26,TOTAL_icmp_recv,124
"18	R",26,TOTAL_icmp_sent,132
"18	R",26,TOTAL_icmp_recv,131
"12	R",26,TOTAL_icmp_sent,125
"12	R",26,TOTAL_icmp_recv,263
"14	R",26,TOTAL_icmp_sent,291
"14	R",26,TOTAL_icmp_recv,523
"11	R",26,TOTAL_icmp_sent,110
"11	R",26,TOTAL_icmp_recv,71
"6	R",26,TOTAL_icmp_sent,164
"6	R",26,TOTAL_icmp_recv,174
"21	R",26,TOTAL_icmp_sent,189
"21	R",26,TOTAL_icmp_recv,256
"19	R",26,TOTAL_icmp_sent,120
"19	R",26,TOTAL_icmp_recv,202
"15	R",26,TOTAL_icmp_sent,133
"15	R",26,TOTAL_icmp_recv,195
"3	R",26,TOTAL_icmp_sent,203
"3	R",26,TOTAL_icmp_recv,202
"23	R",26,TOTAL_icmp_sent,119
"23	R",26,TOTAL_icmp_recv,91
"10	R",27,TOTAL_icmp_sent,238
"10	R",27,TOTAL_icmp_recv,347
"13	R",27,TOTAL_icmp_sent,160
"13	R",27,TOTAL_icmp_recv,355
"2	R",27,TOTAL_icmp_sent,111
"2	R",27,TOTAL_icmp_recv,116
"8	R",27,TOTAL_icmp_sent,119
"8	R",27,TOTAL_icmp_recv,313
"20	R",27,TOTAL_icmp_sent,162
"20	R",27,TOTAL_icmp_recv,253
"4	R",27,TOTAL_icmp_sent,114
"4	R",27,TOTAL_icmp_recv,169
"9	R",27,TOTAL_icmp_sent,113
"9	R",27,TOTAL_icmp_recv,227
"16	R",27,TOTAL_icmp_sent,140
"17	R",27,TOTAL_icmp_sent,124
"16	R",27,TOTAL_icmp_recv,275
"17	R",27,TOTAL_icmp_recv,292
"22	R",27,TOTAL_icmp_sent,117
"18	R",27,TOTAL_icmp_sent,137
"22	R",27,TOTAL_icmp_recv,128
"18	R",27,TOTAL_icmp_recv,133
"12	R",27,TOTAL_icmp_sent,131
"12	R",27,TOTAL_icmp_recv,272
"14	R",27,TOTAL_icmp_sent,300
"14	R",27,TOTAL_icmp_recv,538
"11	R",27,TOTAL_icmp_sent,114
"11	R",27,TOTAL_icmp_recv,74
"6	R",27,TOTAL_icmp_sent,167
"6	R",27,TOTAL_icmp_recv,178
"21	R",27,TOTAL_icmp_sent,195
"21	R",27,TOTAL_icmp_recv,261
"19	R",27,TOTAL_icmp_sent,124
"19	R",27,TOTAL_icmp_recv,212
"15	R",27,TOTAL_icmp_sent,136
"15	R",27,TOTAL_icmp_recv,201
"3	R",27,TOTAL_icmp_sent,206
"3	R",27,TOTAL_icmp_recv,205
"23	R",27,TOTAL_icmp_sent,122
"23	R",27,TOTAL_icmp_recv,94
"10	R",28,TOTAL_icmp_sent,247
"10	R",28,TOTAL_icmp_recv,360
"13	R",28,TOTAL_icmp_sent,169
"13	R",28,TOTAL_icmp_recv,370
"2	R",28,TOTAL_icmp_sent,116
"2	R",28,TOTAL_icmp_recv,122
"8	R",28,TOTAL_icmp_sent,124
"8	R",28,TOTAL_icmp_recv,319
"20	R",28,TOTAL_icmp_sent,168
"20	R",28,TOTAL_icmp_recv,260
"4	R",28,TOTAL_icmp_sent,118
"4	R",28,TOTAL_icmp_recv,172
"9	R",28,TOTAL_icmp_sent,117
"9	R",28,TOTAL_icmp_recv,239
"17	R",28,TOTAL_icmp_sent,128
"16	R",28,TOTAL_icmp_sent,149
"17	R",28,TOTAL_icmp_recv,305
"16	R",28,TOTAL_icmp_recv,282
"22	R",28,TOTAL_icmp_sent,120
"22	R",28,TOTAL_icmp_recv,130
"18	R",28,TOTAL_icmp_sent,146
"18	R",28,TOTAL_icmp_recv,139
"12	R",28,TOTAL_icmp_sent,140
"12	R",28,TOTAL_icmp_recv,286
"14	R",28,TOTAL_icmp_sent,309
"14	R",28,TOTAL_icmp_recv,552
"11	R",28,TOTAL_icmp_sent,119
"11	R",28,TOTAL_icmp_recv,77
"6	R",28,TOTAL_icmp_sent,170
"6	R",28,TOTAL_icmp_recv,182
"21	R",28,TOTAL_icmp_sent,199
"21	R",28,TOTAL_icmp_recv,270
"19	R",28,TOTAL_icmp_sent,128
"19	R",28,TOTAL_icmp_recv,220
"15	R",28,TOTAL_icmp_sent,142
"15	R",28,TOTAL_icmp_recv,211
"3	R",28,TOTAL_icmp_sent,210
"23	R",28,TOTAL_icmp_sent,126
"3	R",28,TOTAL_icmp_recv,211
"23	R",28,TOTAL_icmp_recv,95
"10	R",29,TOTAL_icmp_sent,254
"10	R",29,TOTAL_icmp_recv,375
"13	R",29,TOTAL_icmp_sent,181
"13	R",29,TOTAL_icmp_recv,385
"2	R",29,TOTAL_icmp_sent,121
"2	R",29,TOTAL_icmp_recv,124
"8	R",29,TOTAL_icmp_sent,128
"8	R",29,TOTAL_icmp_recv,332
"20	R",29,TOTAL_icmp_sent,172
"20	R",29,TOTAL_icmp_recv,271
"4	R",29,TOTAL_icmp_sent,122
"4	R",29,TOTAL_icmp_recv,177
"9	R",29,TOTAL_icmp_sent,121
"9	R",29,TOTAL_icmp_recv,252
"16	R",29,TOTAL_icmp_sent,159
"17	R",29,TOTAL_icmp_sent,132
"16	R",29,TOTAL_icmp_recv,296
"17	R",29,TOTAL_icmp_recv,314
"22	R",29,TOTAL_icmp_sent,124
"18	R",29,TOTAL_icmp_sent,152
"22	R",29,TOTAL_icmp_recv,130
"18	R",29,TOTAL_icmp_recv,146
"12	R",29,TOTAL_icmp_sent,144
"12	R",29,TOTAL_icmp_recv,299
"14	R",29,TOTAL_icmp_sent,316
"14	R",29,TOTAL_icmp_recv,570
"11	R",29,TOTAL_icmp_sent,122
"11	R",29,TOTAL_icmp_recv,84
"6	R",29,TOTAL_icmp_sent,181
"6	R",29,TOTAL_icmp_recv,183
"21	R",29,TOTAL_icmp_sent,204
"21	R",29,TOTAL_icmp_recv,275
"19	R",29,TOTAL_icmp_sent,135
"19	R",29,TOTAL_icmp_recv,233
"15	R",29,TOTAL_icmp_sent,155
"15	R",29,TOTAL_icmp_recv,218
"3	R",29,TOTAL_icmp_sent,216
"3	R",29,TOTAL_icmp_recv,221
"23	R",29,TOTAL_icmp_sent,131
"23	R",29,TOTAL_icmp_recv,97
"10	R",30,TOTAL_icmp_sent,261
"10	R",30,TOTAL_icmp_recv,392
"13	R",30,TOTAL_icmp_sent,192
"13	R",30,TOTAL_icmp_recv,409
"2	R",30,TOTAL_icmp_sent,125
"2	R",30,TOTAL_icmp_recv,127
"8	R",30,TOTAL_icmp_sent,133
"8	R",30,TOTAL_icmp_recv,336
"20	R",30,TOTAL_icmp_sent,175
"20	R",30,TOTAL_icmp_recv,281
"4	R",30,TOTAL_icmp_sent,126
"4	R",30,TOTAL_icmp_recv,181
"9	R",30,TOTAL_icmp_sent,125
"9	R",30,TOTAL_icmp_recv,258
"16	R",30,TOTAL_icmp_sent,165
"17	R",30,TOTAL_icmp_sent,134
"16	R",30,TOTAL_icmp_recv,308
"17	R",30,TOTAL_icmp_recv,324
"18	R",30,TOTAL_icmp_sent,155
"18	R",30,TOTAL_icmp_recv,147
"22	R",30,TOTAL_icmp_sent,135
"22	R",30,TOTAL_icmp_recv,140
"12	R",30,TOTAL_icmp_sent,149
"12	R",30,TOTAL_icmp_recv,302
"14	R",30,TOTAL_icmp_sent,325
"14	R",30,TOTAL_icmp_recv,596
"11	R",30,TOTAL_icmp_sent,125
"11	R",30,TOTAL_icmp_recv,88
"6	R",30,TOTAL_icmp_sent,186
"6	R",30,TOTAL_icmp_recv,183
"21	R",30,TOTAL_icmp_sent,217
"21	R",30,TOTAL_icmp_recv,282
"19	R",30,TOTAL_icmp_sent,141
"19	R",30,TOTAL_icmp_recv,251
"15	R",30,TOTAL_icmp_sent,161
"15	R",30,TOTAL_icmp_recv,219
"3	R",30,TOTAL_icmp_sent,221
"3	R",30,TOTAL_icmp_recv,225
"23	R",30,TOTAL_icmp_sent,133
"23	R",30,TOTAL_icmp_recv,99
"10	R",31,TOTAL_icmp_sent,266
"10	R",31,TOTAL_icmp_recv,407
"13	R",31,TOTAL_icmp_sent,203
"13	R",31,TOTAL_icmp_recv,429
"2	R",31,TOTAL_icmp_sent,129
"2	R",31,TOTAL_icmp_recv,132
"8	R",31,TOTAL_icmp_sent,139
"8	R",31,TOTAL_icmp_recv,347
"20	R",31,TOTAL_icmp_sent,178
"20	R",31,TOTAL_icmp_recv,286
"4	R",31,TOTAL_icmp_sent,128
"4	R",31,TOTAL_icmp_recv,192
"9	R",31,TOTAL_icmp_sent,130
"9	R",31,TOTAL_icmp_recv,265
"16	R",31,TOTAL_icmp_sent,172
"17	R",31,TOTAL_icmp_sent,138
"16	R",31,TOTAL_icmp_recv,316
"17	R",31,TOTAL_icmp_recv,335
"22	R",31,TOTAL_icmp_sent,140
"18	R",31,TOTAL_icmp_sent,158
"22	R",31,TOTAL_icmp_recv,150
"18	R",31,TOTAL_icmp_recv,157
"12	R",31,TOTAL_icmp_sent,155
"12	R",31,TOTAL_icmp_recv,309
"14	R",31,TOTAL_icmp_sent,334
"14	R",31,TOTAL_icmp_recv,612
"11	R",31,TOTAL_icmp_sent,130
"11	R",31,TOTAL_icmp_recv,89
"6	R",31,TOTAL_icmp_sent,190
"6	R",31,TOTAL_icmp_recv,184
"21	R",31,TOTAL_icmp_sent,221
"21	R",31,TOTAL_icmp_recv,290
"19	R",31,TOTAL_icmp_sent,152
"19	R",31,TOTAL_icmp_recv,259
"15	R",31,TOTAL_icmp_sent,165
"15	R",31,TOTAL_icmp_recv,232
"3	R",31,TOTAL_icmp_sent,225
"3	R",31,TOTAL_icmp_recv,234
"23	R",31,TOTAL_icmp_sent,144
"23	R",31,TOTAL_icmp_recv,99
"10	R",32,TOTAL_icmp_sent,271
"10	R",32,TOTAL_icmp_recv,417
"13	R",32,TOTAL_icmp_sent,219
"13	R",32,TOTAL_icmp_recv,445
"2	R",32,TOTAL_icmp_sent,131
"2	R",32,TOTAL_icmp_recv,134
"8	R",32,TOTAL_icmp_sent,141
"8	R",32,TOTAL_icmp_recv,360
"20	R",32,TOTAL_icmp_sent,182
"20	R",32,TOTAL_icmp_recv,297
"4	R",32,TOTAL_icmp_sent,134
"4	R",32,TOTAL_icmp_recv,195
"9	R",32,TOTAL_icmp_sent,132
"9	R",32,TOTAL_icmp_recv,269
"16	R",32,TOTAL_icmp_sent,180
"17	R",32,TOTAL_icmp_sent,142
"17	R",32,TOTAL_icmp_recv,343
"16	R",32,TOTAL_icmp_recv,330
"18	R",32,TOTAL_icmp_sent,163
"18	R",32,TOTAL_icmp_recv,161
"22	R",32,TOTAL_icmp_sent,145
"22	R",32,TOTAL_icmp_recv,152
"12	R",32,TOTAL_icmp_sent,158
"12	R",32,TOTAL_icmp_recv,315
"14	R",32,TOTAL_icmp_sent,342
"14	R",32,TOTAL_icmp_recv,624
